CADD_score_normalized	has_driver
-1.0383407977416146	Passengers in absence of driver
1.9907094272554113	Passengers in absence of driver
-0.05663159192825727	Passengers in absence of driver
0.04343503289068128	Drivers
0.8971801994191325	Passengers in absence of driver
-1.3861033852823994	Passengers in absence of driver
-0.2809952045507854	Passengers in absence of driver
-0.04272692068560391	Passengers in absence of driver
-0.7191802359602718	Passengers in absence of driver
-1.0356436256997235	Passengers in absence of driver
0.3903726332429456	Passengers in absence of driver
13.200441594204579	Passengers in absence of driver
-0.115961796476926	Passengers in absence of driver
-0.06663340927389769	Passengers in absence of driver
-0.463145303821193	Passengers in absence of driver
0.6592241661468652	Passengers in absence of driver
-0.31004017868546535	Passengers in absence of driver
-0.17609464655284884	Passengers in absence of driver
-0.7189658395487545	Passengers in absence of driver
1.0614657229059812	Passengers in absence of driver
-0.4166727151509612	Passengers in absence of driver
0.39867250671853516	Passengers in absence of driver
0.01667641926543893	Passengers in absence of driver
0.28852173310744256	Passengers in absence of driver
0.3564516503419958	Passengers in absence of driver
0.38786444685101956	Passengers in absence of driver
-1.00325708118632	Passengers in absence of driver
-0.36614789697247696	Passengers in absence of driver
-0.5616592200776133	Passengers in absence of driver
-0.413363681255802	Passengers in absence of driver
-0.4055045925236808	Passengers in absence of driver
2.3135280830150915	Passengers in absence of driver
0.21215093816651504	Passengers in absence of driver
-0.7178234611188398	Passengers in absence of driver
-0.642289688711485	Passengers in absence of driver
-0.23702760895596187	Passengers in absence of driver
-0.29371318394092105	Passengers in absence of driver
0.8825792291452449	Passengers in absence of driver
-0.16945598961096206	Passengers in absence of driver
-0.5249790853513836	Passengers in absence of driver
-0.633092858565076	Passengers in absence of driver
-1.8527953985117667	Passengers in absence of driver
-0.9431883560019305	Passengers in absence of driver
-0.056759885877750695	Passengers in absence of driver
-0.0405234231853709	Passengers in absence of driver
-0.970916082950541	Passengers in absence of driver
-0.36485846614732276	Passengers in absence of driver
-0.6337809654148905	Passengers in absence of driver
-0.5140240959278861	Passengers in absence of driver
0.6651658906401433	Passengers in absence of driver
-0.11948025128887345	Passengers in absence of driver
-0.024147180537523714	Passengers in absence of driver
-0.3804525692690716	Passengers in absence of driver
-0.05624788289480274	Passengers in absence of driver
-0.6367210561635976	Passengers in absence of driver
-0.9867222118474369	Passengers in absence of driver
-0.9517568056837251	Passengers in absence of driver
-0.02986716478260471	Passengers in absence of driver
1.2594678561324248	Passengers in absence of driver
0.41572620426665297	Passengers in absence of driver
-0.1400238712755052	Passengers in absence of driver
0.8591993131698296	Passengers in absence of driver
-0.9149606326862606	Passengers in absence of driver
-0.09898055902308038	Passengers in absence of driver
-0.24193909369436478	Passengers in absence of driver
-0.21956635253813317	Passengers in absence of driver
-0.5253395507355546	Passengers in absence of driver
-1.2630335088545985	Passengers in absence of driver
-1.8110102928157361	Passengers in absence of driver
-0.20062487127963513	Passengers in absence of driver
-0.210076509167306	Passengers in absence of driver
0.0003315878435394788	Passengers in absence of driver
-0.11776519835212759	Passengers in absence of driver
-0.611895193735812	Passengers in absence of driver
0.16991294392882758	Passengers in absence of driver
3.6877550831764463	Passengers in absence of driver
0.35379046529385516	Passengers in absence of driver
-0.19892395066035162	Passengers in absence of driver
-0.31211315421507047	Passengers in absence of driver
0.4234785241646078	Passengers in absence of driver
-0.40889566970002444	Passengers in absence of driver
0.2047472390709465	Passengers in absence of driver
-0.3431370320030891	Passengers in absence of driver
-0.41546084492486673	Passengers in absence of driver
0.16384022086763558	Passengers in absence of driver
-1.0592996456150963	Passengers in absence of driver
-0.08619946806712743	Passengers in absence of driver
-0.47349362175184323	Passengers in absence of driver
-0.1578398162899648	Passengers in absence of driver
-0.034789072761380276	Passengers in absence of driver
-0.26013069594545263	Passengers in absence of driver
0.13818470236688762	Passengers in absence of driver
-0.04772672831797153	Passengers in absence of driver
-0.192401451880868	Passengers in absence of driver
2.547335794727088	Drivers
0.4829574666167791	Passengers in absence of driver
-1.1579879934234873	Passengers in absence of driver
0.32625361886496007	Passengers in absence of driver
0.04754654325602085	Passengers in absence of driver
-2.053884575642315	Passengers in absence of driver
-0.9950147754976367	Passengers in absence of driver
0.4476337275843535	Passengers in absence of driver
-0.13400323160580477	Passengers in absence of driver
-0.6093603078018306	Passengers in absence of driver
-0.12272503092927359	Passengers in absence of driver
0.43090096752199963	Passengers in absence of driver
-0.11192428088714786	Passengers in absence of driver
-0.4414265783021931	Passengers in absence of driver
-0.3114908923586034	Passengers in absence of driver
0.07593371389579096	Passengers in absence of driver
-0.44680688448727574	Passengers in absence of driver
-0.17067811354230483	Passengers in absence of driver
0.4434495433191039	Passengers in absence of driver
0.1591643588524189	Passengers in absence of driver
-0.24215135916253785	Passengers in absence of driver
-0.26636228494303704	Passengers in absence of driver
-0.7225710778013288	Passengers in absence of driver
-0.7347256516818015	Passengers in absence of driver
-0.06898984670049799	Passengers in absence of driver
2.7894312382829782	Drivers
-0.2732531232350118	Passengers in presence of driver
-0.11255049469763398	Passengers in absence of driver
0.025696047665978727	Passengers in absence of driver
-0.47448419393665087	Passengers in absence of driver
0.1397654026617935	Passengers in absence of driver
0.18743179641189225	Passengers in absence of driver
0.15981470411660875	Passengers in absence of driver
-0.05672166571041191	Passengers in absence of driver
0.03142269902009473	Passengers in absence of driver
-0.5071580217467808	Passengers in absence of driver
-0.414506403032514	Passengers in absence of driver
-0.3173866714846468	Passengers in absence of driver
-0.20436057868346988	Passengers in absence of driver
-0.05193289653127336	Passengers in absence of driver
-0.0556874360888878	Passengers in absence of driver
-0.11607285002117747	Passengers in absence of driver
2.9606505637925626	Passengers in absence of driver
-0.8860535564296267	Passengers in absence of driver
-0.08878363073145777	Passengers in absence of driver
-0.6823804142012128	Passengers in absence of driver
-0.29282624280399655	Passengers in absence of driver
-0.3577109852435375	Passengers in absence of driver
-0.8730720748712558	Passengers in absence of driver
0.36501670011472837	Passengers in absence of driver
0.11140011222692119	Passengers in absence of driver
-0.29155802866588537	Passengers in absence of driver
-0.5117631286059398	Passengers in absence of driver
-0.09314401136274711	Passengers in absence of driver
-0.6755253502416944	Passengers in absence of driver
-0.11677821205208745	Passengers in absence of driver
1.4516697000178111	Passengers in absence of driver
-0.24175237400395866	Passengers in absence of driver
-0.1107239620792859	Passengers in absence of driver
-0.5144347611708515	Passengers in absence of driver
-2.0730047627873653	Passengers in absence of driver
-1.2981566643126576	Passengers in absence of driver
-2.0853549683499275	Passengers in absence of driver
-0.13208714682299347	Passengers in absence of driver
0.09598819422215081	Passengers in absence of driver
-0.07468627252611816	Passengers in absence of driver
-0.3648851656893784	Passengers in absence of driver
0.07456416756450397	Passengers in absence of driver
0.7118304079080858	Passengers in absence of driver
0.002811504132112476	Passengers in absence of driver
0.009940229297898201	Passengers in absence of driver
-0.21870581021695348	Passengers in absence of driver
-0.48717194830376176	Passengers in absence of driver
-0.8818728119417506	Passengers in absence of driver
-0.21194643467016566	Passengers in absence of driver
-0.10026468983408486	Passengers in absence of driver
2.6563004893059863	Passengers in absence of driver
0.0073237939526159535	Passengers in absence of driver
0.22720522668942786	Passengers in absence of driver
0.18046617711234048	Passengers in absence of driver
0.7040091690736784	Passengers in absence of driver
0.5389148085583031	Passengers in absence of driver
0.1970846062127839	Passengers in absence of driver
-0.6194389272660735	Passengers in absence of driver
1.1012225934661415	Passengers in absence of driver
0.0698337161863067	Passengers in absence of driver
-0.5725508402326093	Passengers in absence of driver
0.1677076675891719	Passengers in absence of driver
0.32007212172957217	Passengers in absence of driver
-0.1625217000205907	Passengers in absence of driver
0.5576619140558864	Passengers in absence of driver
-0.07042992902848705	Passengers in absence of driver
-1.716167405115453	Passengers in absence of driver
-1.9018967437421639	Passengers in absence of driver
1.1662043779065807	Drivers
0.3511133124921797	Passengers in absence of driver
0.05785810704420571	Passengers in absence of driver
-0.1873826252475642	Passengers in absence of driver
0.35991931802087007	Passengers in absence of driver
-0.4461279360748923	Passengers in absence of driver
-0.3496720986508856	Passengers in absence of driver
-0.38884335738750464	Passengers in absence of driver
0.04602234802961555	Passengers in absence of driver
-0.5928289668729729	Passengers in absence of driver
0.17387239873930468	Passengers in absence of driver
-0.21524181842783124	Passengers in absence of driver
-0.18759010126894507	Passengers in absence of driver
-0.66061240637624	Passengers in absence of driver
0.6463723200348547	Passengers in absence of driver
-0.3036014594842156	Passengers in absence of driver
-0.6211533284763006	Passengers in absence of driver
-0.2949975360118285	Passengers in absence of driver
-1.110466960747245	Passengers in absence of driver
-0.020679381192894714	Passengers in absence of driver
-0.18420622347675852	Passengers in absence of driver
-0.5260797244466235	Passengers in absence of driver
0.14133972224547822	Passengers in absence of driver
0.10610889122250827	Passengers in absence of driver
-0.2152941447782955	Passengers in absence of driver
0.02648940867113623	Passengers in absence of driver
0.22126329900943412	Passengers in absence of driver
-0.08158382320600238	Passengers in absence of driver
-0.3573467749398665	Passengers in absence of driver
-0.127668011232343	Passengers in absence of driver
-1.1101108802376314	Passengers in absence of driver
0.6340373657259465	Passengers in absence of driver
-0.37439883179036787	Passengers in absence of driver
-0.7036318604217395	Passengers in absence of driver
-0.2068114168550001	Passengers in absence of driver
-0.7274463574450033	Passengers in absence of driver
-1.3522028196783156	Passengers in absence of driver
-0.1469744973609184	Passengers in absence of driver
0.6773088829494404	Passengers in absence of driver
-0.5699494591758499	Passengers in absence of driver
-0.3408111444262991	Passengers in absence of driver
-0.4441889437131412	Passengers in absence of driver
0.004495093139160632	Passengers in absence of driver
-1.0376496203219296	Passengers in absence of driver
0.9273294451294789	Drivers
-1.028563535371106	Passengers in absence of driver
-0.2029147496512244	Passengers in absence of driver
0.6627629318551422	Passengers in absence of driver
-0.657350378804767	Passengers in absence of driver
-0.3222116887747421	Passengers in absence of driver
-0.5726562202522697	Passengers in absence of driver
0.24768658622485065	Passengers in absence of driver
-0.16145134010661158	Passengers in absence of driver
-0.7082494204172937	Passengers in absence of driver
0.2774728343803299	Passengers in absence of driver
-0.026407218244462623	Passengers in absence of driver
-0.17391119417239118	Passengers in absence of driver
-0.22320797217475305	Passengers in absence of driver
-0.11544844523829469	Passengers in absence of driver
-0.9462855962447376	Passengers in absence of driver
-0.4364645322879024	Passengers in absence of driver
-0.8295742687540363	Passengers in absence of driver
-0.33803622548834067	Passengers in absence of driver
-0.18526164066860215	Passengers in absence of driver
-0.32531016211783786	Passengers in absence of driver
-1.1534859809652138	Passengers in absence of driver
3.1510895761756474	Passengers in absence of driver
2.364703252329127	Passengers in absence of driver
0.017730265895985156	Passengers in absence of driver
0.3455409670526361	Passengers in absence of driver
0.41251900211992737	Passengers in absence of driver
0.5237462691782894	Passengers in absence of driver
0.0860795229969405	Passengers in absence of driver
0.6476639779901204	Passengers in absence of driver
-0.4416277307737591	Passengers in absence of driver
-0.6042041550625112	Passengers in absence of driver
0.5139522489277882	Passengers in absence of driver
-0.1835308821188824	Passengers in absence of driver
-0.1671609217162248	Passengers in absence of driver
-0.03910834745642582	Passengers in absence of driver
-0.4310309252901006	Passengers in absence of driver
-0.305275235843136	Passengers in absence of driver
-0.8147984294279127	Passengers in absence of driver
-0.5742158445432435	Passengers in absence of driver
0.6469857318010821	Passengers in absence of driver
0.38496676125734186	Passengers in absence of driver
-0.26841500855872097	Passengers in absence of driver
-0.17456140654950913	Passengers in absence of driver
-0.08406880571670405	Passengers in absence of driver
0.7845842275187589	Passengers in absence of driver
-0.6562659052267591	Passengers in absence of driver
-0.5218239096258024	Passengers in absence of driver
-0.026013927981374408	Passengers in absence of driver
-0.18149461984601767	Passengers in absence of driver
0.0758333342604625	Passengers in absence of driver
-0.3368506465310325	Passengers in absence of driver
-0.4056804953889881	Passengers in absence of driver
-0.9372636660314442	Passengers in absence of driver
-0.33299491854594915	Passengers in absence of driver
-0.46601674875067844	Passengers in absence of driver
-0.45424671387529925	Passengers in absence of driver
-0.352853069815777	Passengers in absence of driver
0.42851869996207903	Passengers in absence of driver
-0.11571189528744566	Passengers in absence of driver
-0.5562368104505763	Passengers in absence of driver
-0.15083650759119135	Passengers in absence of driver
-0.25979105647477263	Passengers in absence of driver
-0.29327856445764383	Passengers in absence of driver
-0.2800937023660856	Passengers in absence of driver
-0.5969513029911813	Passengers in absence of driver
0.01959766327857749	Passengers in absence of driver
-0.05970154718775527	Passengers in absence of driver
-0.04161653384835178	Passengers in absence of driver
-0.5385798218125213	Passengers in absence of driver
-0.6978771425225236	Passengers in absence of driver
-0.3715165217248461	Passengers in absence of driver
-1.3259773342253824	Passengers in absence of driver
-0.12199299094239831	Passengers in absence of driver
-0.4241581490527382	Passengers in absence of driver
-0.03474218704969184	Passengers in absence of driver
0.19867620352916068	Passengers in absence of driver
-0.18133680798643373	Passengers in absence of driver
-0.6641948849387767	Passengers in absence of driver
-1.5848908992538833	Passengers in absence of driver
0.0608877197868639	Passengers in absence of driver
-0.0016425402916309065	Passengers in absence of driver
0.006435590929764088	Passengers in absence of driver
-0.025800157084349053	Passengers in absence of driver
-0.9966491328944269	Passengers in absence of driver
1.0748310994503916	Passengers in absence of driver
1.1406056862369713	Drivers
-0.4263993400241084	Passengers in absence of driver
0.17064953717730177	Passengers in absence of driver
-0.6486577958601949	Passengers in absence of driver
0.21460629262460212	Passengers in absence of driver
-0.8318097754588043	Passengers in absence of driver
0.062180115901257854	Passengers in absence of driver
-0.5426545286549568	Passengers in absence of driver
-0.18925209472187463	Passengers in absence of driver
-0.1172082915666232	Passengers in absence of driver
3.489729988796075	Passengers in absence of driver
-0.6812428033680397	Passengers in absence of driver
0.9523995640739381	Passengers in absence of driver
-2.8242027094584476	Passengers in absence of driver
1.4556478387113347	Passengers in absence of driver
-0.8281407230184357	Passengers in absence of driver
-0.4559337452214582	Passengers in absence of driver
0.1349004209261943	Passengers in absence of driver
-0.77906102654572	Passengers in absence of driver
-0.3447647049085622	Passengers in absence of driver
-0.4595020604891199	Passengers in absence of driver
-0.35921543940581374	Passengers in absence of driver
-0.5279188517258628	Passengers in absence of driver
-0.34803569748844493	Passengers in absence of driver
-0.09387564978496067	Passengers in absence of driver
0.1313861856699402	Passengers in absence of driver
0.5215060293104067	Passengers in absence of driver
-0.031906176509242476	Passengers in absence of driver
-0.6850364840758136	Passengers in absence of driver
-0.0856710625399732	Passengers in absence of driver
0.2162547372178611	Passengers in absence of driver
-0.21237604415722977	Passengers in absence of driver
-0.2503353533051231	Passengers in absence of driver
-0.017772204722639608	Passengers in absence of driver
2.119263295341221	Passengers in absence of driver
-0.8290430458363468	Passengers in absence of driver
0.14365787072042044	Passengers in absence of driver
-0.4073123085769725	Passengers in absence of driver
-0.052305774038363076	Passengers in absence of driver
0.5900737972457176	Passengers in absence of driver
-0.4596752903166616	Passengers in absence of driver
-0.2559486145937874	Passengers in absence of driver
-0.5768096547670993	Passengers in absence of driver
0.9954191009492859	Passengers in absence of driver
1.937609524801783	Passengers in absence of driver
-0.9726452709389634	Passengers in absence of driver
-0.3652715237685354	Passengers in absence of driver
-0.9237929617837618	Passengers in absence of driver
0.13070074001698326	Passengers in absence of driver
1.2345242016073352	Passengers in absence of driver
-1.0205393689551525	Passengers in absence of driver
-0.5016466467185424	Passengers in absence of driver
0.08776186838824354	Passengers in absence of driver
-0.487271306608013	Passengers in absence of driver
-1.5835863194294661	Passengers in absence of driver
0.2019832716981397	Passengers in absence of driver
-0.30311520596492547	Passengers in absence of driver
-0.3795277636495262	Passengers in absence of driver
-0.9929655159433312	Passengers in absence of driver
-0.28778401644892077	Passengers in absence of driver
1.6681449204510566	Passengers in absence of driver
-0.40709532195259857	Passengers in absence of driver
1.056497367734577	Drivers
7.639989348300364	Passengers in absence of driver
-1.0945506682807922	Passengers in absence of driver
0.3774060791717241	Passengers in absence of driver
-0.37234062016807123	Passengers in absence of driver
0.3033038560384427	Passengers in absence of driver
-0.7960120946284106	Passengers in absence of driver
-0.2801392486437098	Passengers in absence of driver
-0.5534514667374724	Passengers in absence of driver
-0.17791141379683417	Passengers in absence of driver
-0.2180825626721049	Passengers in absence of driver
-0.26928370336738355	Passengers in absence of driver
-0.10814784786462367	Passengers in absence of driver
0.09449407102257709	Drivers
0.07424848474372936	Passengers in absence of driver
-1.3700004203002976	Passengers in absence of driver
-0.2772164340692739	Passengers in absence of driver
0.21095488651495028	Passengers in absence of driver
-0.33743138078301216	Passengers in absence of driver
-0.1978361097251307	Passengers in absence of driver
-0.20105315149498593	Passengers in absence of driver
-0.8453330428389367	Passengers in absence of driver
1.9941421249122242	Passengers in absence of driver
0.2602960582916424	Passengers in absence of driver
2.657265469200305	Passengers in absence of driver
-0.18460031956829456	Passengers in absence of driver
0.0032621469091340745	Passengers in absence of driver
-0.5276135545088774	Passengers in absence of driver
0.33899957320543894	Passengers in absence of driver
-0.22185414833640604	Passengers in absence of driver
0.701057927969313	Passengers in absence of driver
0.23613566103312186	Passengers in absence of driver
-0.5547047746527867	Passengers in absence of driver
-0.5932068472736071	Passengers in absence of driver
-0.041820930930432834	Passengers in absence of driver
0.0340722538001274	Passengers in absence of driver
-0.09406533382034937	Passengers in absence of driver
1.5799610119255862	Passengers in absence of driver
-0.571808934555273	Passengers in absence of driver
-0.8693243254291066	Passengers in absence of driver
-0.20715055347027533	Passengers in absence of driver
-0.6351269364467506	Passengers in absence of driver
0.17737782177530478	Passengers in absence of driver
-0.24228928496077504	Passengers in absence of driver
-0.05849355546955875	Passengers in absence of driver
-0.672008502788085	Passengers in absence of driver
0.02434266712776885	Passengers in absence of driver
-0.05604099629725765	Passengers in absence of driver
0.29230678583414366	Passengers in absence of driver
-0.2940025932157389	Passengers in absence of driver
-0.6582633877733346	Passengers in absence of driver
-0.3256379270240553	Passengers in absence of driver
0.22906593675085982	Passengers in absence of driver
-0.0503898319576748	Passengers in absence of driver
-0.6239702681114703	Passengers in absence of driver
-0.4054557647725389	Passengers in absence of driver
0.1458247537922659	Passengers in absence of driver
-0.2068806665822055	Passengers in absence of driver
1.458847113297601	Passengers in absence of driver
-0.8627920492224853	Passengers in absence of driver
-0.8232561988659594	Passengers in absence of driver
-0.5954074412358504	Passengers in absence of driver
-0.5082664182116678	Passengers in absence of driver
-0.11798350637246428	Passengers in absence of driver
0.05997993535697461	Passengers in absence of driver
-0.34650645738736363	Passengers in absence of driver
0.8200160110023921	Passengers in absence of driver
0.17615914516593512	Passengers in absence of driver
0.43547528668851704	Passengers in absence of driver
-0.2458194888951655	Passengers in absence of driver
-0.08524066325873121	Passengers in absence of driver
-0.6386898953436074	Passengers in absence of driver
0.040809664161077175	Passengers in absence of driver
-1.153303795854717	Passengers in absence of driver
-0.9981480452859225	Passengers in absence of driver
0.04207360815005554	Passengers in absence of driver
-0.26769698135706854	Passengers in absence of driver
-0.060008016894963774	Passengers in absence of driver
-0.33686993169100055	Passengers in absence of driver
-0.4947352228576732	Passengers in absence of driver
0.5389117977005985	Passengers in absence of driver
-1.0714755541724281	Passengers in absence of driver
-0.46737924769747524	Passengers in absence of driver
-0.46807687266771714	Passengers in absence of driver
0.9605617711364548	Passengers in absence of driver
-0.11356708800421395	Passengers in absence of driver
-0.46329339546101056	Passengers in absence of driver
-0.25229476740234774	Passengers in absence of driver
0.1194135100076677	Passengers in absence of driver
-0.15764646137665844	Passengers in absence of driver
0.02436431681614499	Passengers in absence of driver
0.7900003848015977	Passengers in absence of driver
-0.1090609106180228	Passengers in absence of driver
-0.09180869597076474	Passengers in absence of driver
2.2691713987413875	Passengers in absence of driver
0.1843605373034844	Passengers in absence of driver
2.6101097372909297	Passengers in absence of driver
0.3392728508711842	Passengers in absence of driver
0.5700322811735616	Passengers in absence of driver
-0.2590633468891781	Passengers in absence of driver
-0.02837293499291484	Passengers in absence of driver
-0.12107272743045491	Passengers in absence of driver
0.09284707162737817	Passengers in absence of driver
1.5802470434075218	Passengers in absence of driver
-0.6326234731544405	Passengers in absence of driver
1.4344884110709755	Passengers in absence of driver
-0.28825984568000995	Passengers in absence of driver
-1.1434719780999885	Passengers in absence of driver
-0.1334708113259908	Passengers in absence of driver
0.15023066974998217	Passengers in absence of driver
-0.6434116472904634	Passengers in absence of driver
-0.1193247657204322	Passengers in absence of driver
-0.2676422924004069	Passengers in absence of driver
-0.6104284728801791	Passengers in absence of driver
2.3603939230387097	Passengers in absence of driver
3.369832641991722	Passengers in absence of driver
-0.9666425856603529	Passengers in absence of driver
-1.071149304949736	Passengers in absence of driver
2.405289697376184	Passengers in absence of driver
0.01716643439022347	Passengers in absence of driver
-0.11493661745553481	Passengers in absence of driver
0.42771429864960275	Passengers in absence of driver
-0.384379760840461	Passengers in absence of driver
-0.18435041837881422	Passengers in absence of driver
0.3476591054478099	Passengers in absence of driver
-0.7759839573292867	Passengers in absence of driver
0.1735442152495052	Passengers in absence of driver
2.288386388910656	Passengers in absence of driver
0.522918095457492	Passengers in absence of driver
-0.13718832991690424	Passengers in absence of driver
-0.09836719576810914	Passengers in absence of driver
-0.27894053590225254	Passengers in absence of driver
-0.33611640477267957	Passengers in absence of driver
-0.3606271044090092	Passengers in absence of driver
0.16421055636529924	Passengers in absence of driver
-0.38785429063154925	Passengers in absence of driver
-0.45798921000209536	Passengers in absence of driver
0.7632553215556017	Passengers in absence of driver
-0.47295317279387067	Passengers in absence of driver
-0.5296732156616492	Passengers in absence of driver
5.904301628041709e-06	Passengers in absence of driver
-0.48108399402509583	Passengers in absence of driver
-0.22408621293504255	Passengers in absence of driver
0.35889562640131195	Passengers in absence of driver
-0.5988627257129563	Passengers in absence of driver
-0.8688197166478935	Passengers in absence of driver
2.4277153798535926	Drivers
-0.6917875343357635	Passengers in absence of driver
-0.38090212060993156	Passengers in absence of driver
0.008789060429964822	Passengers in absence of driver
-0.6176780004327885	Passengers in absence of driver
-1.567412122575271	Passengers in absence of driver
0.567374891458384	Passengers in absence of driver
0.0789381807777249	Passengers in absence of driver
0.3526995794025399	Passengers in absence of driver
0.8021827008181496	Passengers in absence of driver
-0.3134499750359051	Passengers in absence of driver
0.10994285709790323	Passengers in absence of driver
-0.6609932798758696	Passengers in absence of driver
-0.5113009619482863	Passengers in absence of driver
0.4481381145900298	Passengers in absence of driver
2.089303758271138	Passengers in absence of driver
-0.7826167773230027	Passengers in absence of driver
-0.92816854555828	Passengers in absence of driver
-0.194396025174201	Passengers in absence of driver
-0.09772483619747811	Passengers in absence of driver
0.12942762273310926	Passengers in absence of driver
-0.47465430739695985	Passengers in absence of driver
0.41945752370013784	Passengers in absence of driver
-0.33093703658412055	Passengers in absence of driver
-0.5882238600138138	Passengers in absence of driver
0.4465085747469599	Passengers in absence of driver
0.035889306424842976	Passengers in absence of driver
-1.0403292223333207	Passengers in absence of driver
0.15296658753002917	Passengers in absence of driver
-1.0049658518778763	Passengers in absence of driver
0.8401556381883448	Passengers in absence of driver
-0.038390181893060066	Passengers in absence of driver
-0.8487234939076259	Passengers in absence of driver
-1.1018440126852962	Passengers in absence of driver
-0.36015149393905604	Passengers in absence of driver
-2.209242414049058	Passengers in absence of driver
