has_driver	CADD_score_norm_sum
Drivers	0.15250772374837754
Drivers	0.160896157672575
Drivers	0.20352692846234705
Passengers in absence of driver	0.18358433817920863
Drivers	0.16794083823382427
Passengers in absence of driver	0.06292472530159435
Passengers in absence of driver	0.29639167479336676
Drivers	0.2688738275726791
Passengers in absence of driver	0.029218772792114548
Passengers in absence of driver	0.3838604523186708
Passengers in absence of driver	0.1218433850006562
Passengers in absence of driver	1.051473099716701
Passengers in absence of driver	0.6254822745732858
Drivers	0.2688738275726791
Passengers in absence of driver	0.0865486193626935
Drivers	0.23768513605887417
Drivers	0.059555622085981856
Passengers in absence of driver	0.06596527574921515
Passengers in absence of driver	0.24165812856689534
Passengers in absence of driver	0.3174119943117739
Passengers in absence of driver	0.045893776494379986
Passengers in absence of driver	0.65189570053052
Drivers	0.2722761770157519
Passengers in absence of driver	0.06340720508721459
Passengers in absence of driver	0.03734078429472934
Passengers in absence of driver	0.08286103102157233
Drivers	0.26957513834210534
Passengers in absence of driver	0.14434939285928888
Passengers in absence of driver	0.6357861774671653
Passengers in absence of driver	0.4679262809266653
Drivers	0.1324964584061978
Passengers in absence of driver	0.19608991108298307
Passengers in absence of driver	0.3888686509145559
Drivers	0.2753352609806328
Passengers in presence of driver	0.12608016749813986
Passengers in absence of driver	0.3666817704023409
Passengers in absence of driver	0.5503771840193367
Passengers in absence of driver	1.3591835933983056
Passengers in absence of driver	0.028561366257378856
Passengers in absence of driver	0.04317314971520475
Passengers in absence of driver	1.4731683296508076
Passengers in absence of driver	1.134299166316434
Passengers in absence of driver	0.16685682138867117
Drivers	0.29432806045091936
Passengers in presence of driver	0.41598917522843465
Passengers in absence of driver	0.29774085409434026
Passengers in absence of driver	0.030538219107763335
Passengers in absence of driver	1.1678441157617352
Passengers in absence of driver	0.7013731182254994
Passengers in absence of driver	0.2706409128845795
Passengers in absence of driver	0.1452999732495458
Drivers	0.1877734158961306
Passengers in absence of driver	0.14473118038350818
Passengers in absence of driver	0.6075041716614961
Passengers in absence of driver	0.06300340404937575
Passengers in absence of driver	0.9951019996199123
Passengers in absence of driver	0.18396767764756766
Passengers in absence of driver	1.1574759954935714
Passengers in absence of driver	0.08817643204002001
Passengers in absence of driver	0.08043227279497558
Passengers in absence of driver	0.37375955802162647
Passengers in presence of driver	0.03107007429012718
Drivers	0.4301824375093385
Passengers in presence of driver	0.2108387616420365
Drivers	0.13702922682275206
Passengers in absence of driver	0.0473604953445354
Drivers	0.059555622085981856
Passengers in presence of driver	0.04907647816283797
Passengers in absence of driver	0.14996225714372374
Passengers in absence of driver	0.03124453630032032
Passengers in absence of driver	0.21397229630561082
Drivers	0.2896274027474931
Drivers	0.1699114949453522
Passengers in presence of driver	0.3520079163053387
Drivers	0.21781929940814396
Passengers in absence of driver	0.282784260396327
Passengers in absence of driver	0.1339698521043968
Passengers in absence of driver	0.11667122197623071
Passengers in absence of driver	0.08942853035794204
Passengers in absence of driver	0.038395250642200535
Drivers	0.2753352609806328
Passengers in presence of driver	0.10596740589867273
Passengers in absence of driver	0.22804788642324728
Passengers in absence of driver	0.7585480182195493
Passengers in absence of driver	0.02489961749109545
Passengers in absence of driver	0.7717954459529127
Passengers in absence of driver	0.9957956099661673
Drivers	0.059555622085981856
Passengers in presence of driver	0.0790802538355667
Passengers in absence of driver	0.1235261067114021
Passengers in absence of driver	0.03653709052856436
Passengers in absence of driver	0.1023144194870074
Drivers	0.25292838465737094
Passengers in absence of driver	0.22034121837356566
Passengers in absence of driver	0.042740406048199654
Passengers in absence of driver	0.07385389259999217
Drivers	0.2586057979420422
Passengers in absence of driver	0.292525645008668
Drivers	0.27510676422773317
Passengers in absence of driver	0.039785065269720754
Drivers	0.2766793664649178
Passengers in absence of driver	0.14283493941750922
Drivers	0.14377730989152537
Drivers	0.16678147125615506
Passengers in absence of driver	0.06035298869698434
Passengers in absence of driver	0.11145997280462525
Passengers in absence of driver	0.19301524070560722
Passengers in absence of driver	0.13051457806034023
Passengers in absence of driver	0.5021221743817583
Passengers in absence of driver	0.10333112027504936
Passengers in absence of driver	0.03869687400290064
Passengers in absence of driver	0.0
Passengers in absence of driver	0.44035681761518036
Passengers in absence of driver	0.03578283725088741
Passengers in absence of driver	0.023892973158591724
Passengers in absence of driver	0.0583330265331985
Passengers in absence of driver	0.5400120229111052
Passengers in absence of driver	0.6349110122372676
Passengers in absence of driver	0.0
Passengers in absence of driver	0.2327612369374146
Passengers in absence of driver	0.039166648966155466
Passengers in absence of driver	0.1555647105379486
Drivers	0.3010299956639812
Drivers	0.127738027977019
Passengers in absence of driver	0.01273025283034275
Passengers in absence of driver	0.176795753129418
Passengers in absence of driver	0.16192616939172377
Passengers in absence of driver	0.12321585414983505
Passengers in absence of driver	0.013984115251553917
Passengers in absence of driver	0.1515394139026762
Drivers	0.22668076217105854
Passengers in absence of driver	0.05526952923186856
Passengers in absence of driver	0.6814851194178356
Passengers in absence of driver	0.041368995865754155
Drivers	0.16581190989691116
Passengers in absence of driver	0.1814117144630383
Passengers in absence of driver	0.6278545603707959
Passengers in absence of driver	0.04478612965221134
Passengers in absence of driver	0.13038283251762575
Passengers in absence of driver	0.7375446048301048
Passengers in absence of driver	0.036378945274049
Passengers in absence of driver	0.06297100443346537
Passengers in absence of driver	0.6555328477882295
Passengers in absence of driver	0.06999827443512907
Drivers	0.0
Drivers	0.3010299956639812
Passengers in absence of driver	0.2879233322654034
Passengers in absence of driver	0.09715480997382779
Drivers	0.2766793664649178
Passengers in absence of driver	0.2668786697441231
Passengers in absence of driver	0.1046248972918928
Drivers	0.16242550199484787
Passengers in absence of driver	1.3435691782582915
Drivers	0.398892100935305
Passengers in presence of driver	0.03770706522734588
Passengers in absence of driver	0.18230635523810979
Passengers in absence of driver	0.721589540338959
Passengers in absence of driver	1.0523308921299783
Passengers in presence of driver	0.026630081814181288
Passengers in absence of driver	0.25802993155047604
Passengers in absence of driver	0.10333925391336055
Passengers in absence of driver	0.4934733546368148
Passengers in absence of driver	0.6215324066680157
Passengers in absence of driver	0.11967572714761743
Passengers in presence of driver	0.0
Passengers in absence of driver	0.15239996369301623
Passengers in absence of driver	0.04092481732116942
Drivers	0.054990511040959596
Passengers in absence of driver	0.4004557607045691
Passengers in absence of driver	0.2270134530296832
Passengers in absence of driver	0.8724798128221691
Passengers in absence of driver	0.6585843416890746
Drivers	0.18626611914788765
Passengers in absence of driver	0.2275474049084752
Passengers in absence of driver	0.12936650876905176
Passengers in absence of driver	0.036785384759326134
Drivers	0.2701151541025203
Passengers in absence of driver	0.2184451406280169
Drivers	0.2238185304159053
Passengers in absence of driver	0.04803762770754233
Passengers in presence of driver	0.042946557322618345
Passengers in absence of driver	0.06255489306000242
Passengers in absence of driver	0.06674418535422841
Passengers in absence of driver	0.411317132443145
Drivers	0.1654384737444028
Passengers in absence of driver	0.2947835195377652
Drivers	0.17987115266072318
Passengers in absence of driver	0.3256110645981825
Drivers	0.2888786290009175
Passengers in absence of driver	0.08411531607073867
Passengers in absence of driver	0.020471143954377508
Passengers in absence of driver	0.10498107229170327
Passengers in absence of driver	0.0366843108269652
Passengers in absence of driver	0.3364309826861702
Passengers in absence of driver	0.46241505781419195
Drivers	0.2586057979420422
Passengers in absence of driver	0.5053301015661177
Drivers	0.18587573771717275
Passengers in absence of driver	0.10581827612977755
Passengers in absence of driver	0.16073256463518504
Passengers in absence of driver	0.30902596154071765
Passengers in absence of driver	0.0793433272184108
Drivers	0.2708856399159139
Passengers in absence of driver	0.0473590660989077
Drivers	0.28266498341681323
Passengers in absence of driver	0.5880232244103657
Passengers in absence of driver	0.04503399976513465
Passengers in absence of driver	0.04464804132436944
Drivers	0.1623860802993214
Passengers in presence of driver	0.01838128325469087
Passengers in absence of driver	0.02259252500222216
Passengers in absence of driver	0.15388752134185063
Passengers in absence of driver	0.8040435214470772
Passengers in absence of driver	0.968206591191728
Passengers in absence of driver	0.04997018073592143
Drivers	0.1817584610282573
Passengers in absence of driver	0.3800838851377947
Passengers in absence of driver	0.050205374472324614
Passengers in absence of driver	0.8796943799082695
Passengers in absence of driver	0.9145425554447199
Drivers	0.13386491304842812
Passengers in absence of driver	0.04110524062912663
Passengers in absence of driver	0.28975291837256856
Passengers in absence of driver	0.1820683389055672
Passengers in absence of driver	0.039528578197746266
Drivers	0.1627340165791794
Drivers	0.29363343271546655
Drivers	0.24418559611583457
Drivers	0.2500191053598313
Drivers	0.2459540765322341
Drivers	0.059555622085981856
Passengers in absence of driver	0.05154353184053288
Passengers in absence of driver	0.2641169158571675
Passengers in absence of driver	0.08554154805977503
Passengers in absence of driver	0.16654697109750702
Passengers in absence of driver	0.06441528451756917
Drivers	0.2766793664649178
Passengers in absence of driver	0.1434642899153177
Drivers	0.20332811277153076
Passengers in absence of driver	1.3583165466801956
Passengers in absence of driver	0.04948879838361486
Passengers in absence of driver	1.3419006941125742
Passengers in absence of driver	0.0
Passengers in absence of driver	0.184886660028245
Passengers in absence of driver	0.8358705090595652
Drivers	0.2628455263065116
Passengers in presence of driver	0.031607363764778226
Passengers in absence of driver	0.05142068926107227
Passengers in absence of driver	0.3550376018401273
Passengers in absence of driver	0.08024426550441341
Drivers	0.14454613577849718
Passengers in absence of driver	0.11383747787512097
Passengers in absence of driver	0.17991060676983825
Passengers in absence of driver	1.087204024096439
Passengers in absence of driver	1.130247911978277
Drivers	0.2143578478576644
Passengers in absence of driver	0.06261439254481199
Drivers	0.18666762444418009
Passengers in absence of driver	0.3637835572517892
Passengers in absence of driver	0.1487345152853241
Passengers in absence of driver	0.16366011805065833
Passengers in absence of driver	0.24053193843346493
Passengers in absence of driver	1.0871906539216816
Drivers	0.2785384852499925
Drivers	0.29156792488492755
Drivers	0.2878032169238619
Passengers in presence of driver	0.049132398860163615
Passengers in absence of driver	0.03704417757124512
Drivers	0.2002396700095409
Passengers in absence of driver	0.19026610626034868
Passengers in absence of driver	0.05801971375767711
Passengers in absence of driver	0.04771419205244441
Passengers in absence of driver	0.7241000297179673
Drivers	0.3735101630059402
Passengers in absence of driver	0.07566619928271034
Passengers in absence of driver	0.34969143008610765
Passengers in absence of driver	0.17320448861560508
Drivers	0.2766793664649178
Passengers in absence of driver	0.40952577213899904
Drivers	0.23225087914463677
Drivers	0.16678147125615506
Passengers in absence of driver	0.04589653389360221
Drivers	0.4525251125959243
Passengers in presence of driver	0.03834713310813544
Passengers in absence of driver	0.35410591406524594
Passengers in absence of driver	1.201006252928111
Passengers in absence of driver	0.9214588688525435
Passengers in absence of driver	0.8370059786071347
Drivers	0.11579482186502899
Passengers in absence of driver	0.15465880444354
Drivers	0.3010299956639812
Passengers in absence of driver	0.04438724923089249
Drivers	0.20208716143365643
Passengers in absence of driver	0.06666396100687583
Passengers in absence of driver	0.16945435721448043
Passengers in absence of driver	0.07173246268748361
Passengers in absence of driver	0.6530922108615655
Passengers in absence of driver	0.030173369039573582
Passengers in absence of driver	0.05371666383615594
Passengers in absence of driver	0.2574444540945181
Drivers	0.17082423639189193
Passengers in absence of driver	0.1491604883580288
Passengers in absence of driver	0.045785135343601326
Drivers	0.2701151541025203
Passengers in absence of driver	0.12472380678880167
Passengers in absence of driver	0.11100900909879226
Passengers in absence of driver	0.04336382831644655
Passengers in absence of driver	0.11681973910799476
Passengers in absence of driver	0.011621281854793756
Passengers in presence of driver	0.057979702345424204
Passengers in absence of driver	0.05717017804154922
Drivers	0.2586057979420422
Drivers	0.2915738245729045
Passengers in absence of driver	0.711641790454645
Drivers	0.20180753413834734
Passengers in absence of driver	0.23202000076650683
Drivers	0.2766793664649178
Passengers in absence of driver	0.41410540275149776
Passengers in absence of driver	0.026838874135610404
Drivers	0.20172545325458108
Drivers	0.15373269149689428
Passengers in absence of driver	0.046233162967637444
Passengers in absence of driver	0.5825396812319508
Drivers	0.27507771537251924
Passengers in absence of driver	0.08898444456596817
Passengers in absence of driver	0.0920626982802663
Passengers in absence of driver	0.21485789099746866
Passengers in absence of driver	0.1961939777829299
Passengers in absence of driver	0.037928844298887765
Passengers in absence of driver	0.19549758107588364
Passengers in absence of driver	0.08159039423674735
Passengers in absence of driver	0.26225361522527946
Passengers in absence of driver	0.28140111400897727
Drivers	0.1919481567517951
Drivers	0.2687870078771182
Passengers in presence of driver	0.03279326342196928
Passengers in absence of driver	0.21576486208812637
Passengers in absence of driver	0.10895162622832778
Passengers in absence of driver	0.057149248400991635
Passengers in absence of driver	0.05354429403222805
Passengers in absence of driver	0.09028663930535354
Passengers in absence of driver	0.26989558481321346
Drivers	0.059555622085981856
Passengers in presence of driver	0.04718194552876868
Drivers	0.16242550199484787
Passengers in absence of driver	0.11805234093037703
Passengers in absence of driver	0.03550662165946375
Passengers in absence of driver	0.31062353472275483
Drivers	0.27591851283509683
Passengers in presence of driver	0.020966750444569353
Passengers in absence of driver	0.2206529097372285
Passengers in absence of driver	0.1583689019940585
Passengers in absence of driver	0.32767801674243874
Passengers in absence of driver	0.4340113931431311
Passengers in absence of driver	1.0812161748135993
Passengers in absence of driver	1.1469579617436692
Passengers in absence of driver	1.4447244348201957
Passengers in absence of driver	0.07648531547560641
Passengers in absence of driver	0.05908064649131592
Passengers in absence of driver	0.34668239925156513
Passengers in absence of driver	0.22362236540132124
Passengers in absence of driver	0.2036067041629112
Passengers in absence of driver	0.3370616723073181
Passengers in absence of driver	0.05198164538048366
Passengers in absence of driver	0.037637109453960524
Drivers	0.05902800889822701
Passengers in absence of driver	0.9479629033031008
Passengers in absence of driver	0.02714100663096576
Drivers	0.21616565642997632
Passengers in absence of driver	0.052204866930535415
Passengers in absence of driver	0.31389727734175044
Passengers in absence of driver	0.05040387476848312
Passengers in absence of driver	0.29727347226055906
Passengers in absence of driver	0.07355267205546726
Drivers	0.2863258435368268
Passengers in absence of driver	0.20380841408615064
Drivers	0.18587573771717275
Passengers in absence of driver	0.09480557706382829
Passengers in absence of driver	0.1601444198334002
Passengers in absence of driver	0.05022856042270224
Passengers in absence of driver	0.022088955980021332
Passengers in absence of driver	0.23942727003568096
Passengers in absence of driver	1.3037963049332777
Passengers in absence of driver	1.2580292606683803
Drivers	0.20939865894713058
Passengers in absence of driver	0.4789179103774221
Drivers	0.2714536617141448
Passengers in absence of driver	0.1361425671548184
Passengers in absence of driver	1.135387778359674
Passengers in absence of driver	1.1056938948278972
Drivers	0.13767827087608586
Passengers in absence of driver	0.4805705420304187
Drivers	0.21207015541876686
Passengers in presence of driver	0.08254603021627027
Passengers in absence of driver	0.6289305318649655
Drivers	0.15229384544725233
Passengers in absence of driver	0.5145555684654683
Passengers in absence of driver	0.05501782208570855
Passengers in absence of driver	0.0934750757535029
Passengers in absence of driver	0.40787090731288095
Passengers in absence of driver	0.4155892837553884
Passengers in absence of driver	0.23524038449834564
Passengers in absence of driver	0.044852732693455424
Passengers in absence of driver	0.03774272029322687
Passengers in absence of driver	0.10195211168632617
Passengers in absence of driver	0.0020627201110434003
Passengers in absence of driver	0.044402373565510224
Passengers in absence of driver	0.44302689222160385
Drivers	0.1665860251220772
Passengers in presence of driver	0.03084717749028429
Passengers in absence of driver	0.0943025182791487
Passengers in presence of driver	0.08127740593401028
Passengers in absence of driver	0.27404427242389523
Passengers in absence of driver	0.38711137925383043
Drivers	0.4418290669064925
Passengers in presence of driver	0.05828945909249313
Drivers	0.2453532336153157
Passengers in presence of driver	0.47405906648920326
Passengers in absence of driver	1.4079130731452871
Passengers in absence of driver	0.10835658191372008
Passengers in absence of driver	0.026829369118161
Passengers in absence of driver	0.04699540284411751
Passengers in presence of driver	0.07579107607900451
Passengers in absence of driver	0.08070000845061877
Passengers in absence of driver	0.8683667675716747
Passengers in absence of driver	0.24954969330332744
Passengers in presence of driver	0.16491343592330762
Passengers in absence of driver	0.06158826576127471
Drivers	0.24299841178872222
Passengers in presence of driver	0.05931038930869885
Passengers in absence of driver	0.05573224662306277
Drivers	0.2466905686191599
Passengers in presence of driver	0.03732350469145712
Passengers in absence of driver	0.15414222464242894
Passengers in absence of driver	0.053498526253880636
Passengers in absence of driver	0.5474363701907788
Passengers in absence of driver	0.16499547463204556
Passengers in absence of driver	0.05573178105449572
Passengers in absence of driver	0.05048724828372383
Passengers in absence of driver	0.20225354373973972
Drivers	0.2766793664649178
Passengers in absence of driver	0.23300775054294973
Passengers in absence of driver	0.05261094983570984
Drivers	0.1375201241665723
Passengers in absence of driver	0.07316325343879815
Passengers in absence of driver	0.05963305685627696
Passengers in absence of driver	0.2585627955537189
Passengers in absence of driver	0.06590590247359027
Passengers in absence of driver	0.42064884235827016
Drivers	0.2890627731586194
Passengers in absence of driver	0.05165706517216201
Drivers	0.059555622085981856
Passengers in absence of driver	0.2615749023293919
Passengers in absence of driver	0.686356056854069
Passengers in absence of driver	0.43402701807865446
Drivers	0.26621288634261
Drivers	0.18079749667308562
Passengers in absence of driver	0.22689454129538436
Passengers in absence of driver	0.10618218861413685
Passengers in absence of driver	0.24798185058974512
Drivers	0.2933755422682412
Drivers	0.26427686267481565
Passengers in absence of driver	0.05154329845824551
Passengers in absence of driver	0.6668587546658378
Passengers in absence of driver	0.09967805793197479
Passengers in absence of driver	0.06335947050717997
Passengers in absence of driver	0.03096909075044057
Drivers	0.1576678858986482
Drivers	0.18587196069047993
Passengers in absence of driver	0.29730364907017537
Passengers in absence of driver	0.09708112981486122
Passengers in absence of driver	0.22931799133105737
Passengers in absence of driver	0.3586531491426457
Drivers	0.2766793664649178
Passengers in absence of driver	0.23085644223378946
Drivers	0.19216414657726422
Passengers in absence of driver	0.06273082737415576
Passengers in absence of driver	0.6851944059414352
Passengers in absence of driver	0.04345922503146506
Drivers	0.1447343457410975
Passengers in absence of driver	0.1967114174091506
Passengers in absence of driver	0.8445725437466507
Passengers in absence of driver	0.5098476613349926
Passengers in absence of driver	0.06242363641770449
Drivers	0.17254086257490414
Passengers in absence of driver	0.15328125724800012
Passengers in absence of driver	0.07866015497244722
Passengers in absence of driver	0.07018165189095937
Passengers in absence of driver	0.06152503572831124
Passengers in absence of driver	0.12641579452416013
Passengers in absence of driver	0.0773392462474691
Passengers in absence of driver	0.24702817519247477
Passengers in absence of driver	0.023915186931197534
Passengers in absence of driver	0.2476702191295935
Drivers	0.05902800889822701
Passengers in presence of driver	0.062456515649667546
Drivers	0.1587584482334955
Passengers in absence of driver	0.3592246155576433
Passengers in absence of driver	0.0521145673897962
Passengers in absence of driver	0.42118671873898755
Drivers	0.1685116109445089
Passengers in absence of driver	0.07393492683076704
Passengers in absence of driver	0.03388534517934414
Passengers in absence of driver	0.09113228875127011
Passengers in absence of driver	0.07509805664691047
Passengers in absence of driver	0.09924436392500008
Passengers in absence of driver	0.205945752844696
Passengers in absence of driver	0.053655479549096996
Passengers in absence of driver	0.3091554026845054
Passengers in absence of driver	0.18097012573266255
Passengers in absence of driver	0.022509889258664175
Passengers in absence of driver	0.001339238961284327
Passengers in absence of driver	0.0
Passengers in absence of driver	0.07289305120316665
Drivers	0.22252074584815867
Passengers in absence of driver	0.03701340598894751
Drivers	0.2852474463885306
Passengers in presence of driver	0.05041981600982763
Passengers in absence of driver	0.07920357729296287
Drivers	0.18033927629058077
Passengers in absence of driver	0.503180641427245
Drivers	0.29560376832748103
Drivers	0.28020724915429385
Passengers in absence of driver	0.0782571670814146
Passengers in absence of driver	0.14230553062541695
Passengers in absence of driver	0.13742925872121545
Passengers in absence of driver	0.1778546710003041
Passengers in absence of driver	0.3364474341621135
Passengers in absence of driver	1.054653203015686
Passengers in absence of driver	0.5685357857190414
Drivers	0.21624731514357057
Passengers in presence of driver	0.048408389475579724
Passengers in absence of driver	0.058688376895717216
Drivers	0.1551258691716167
Passengers in absence of driver	0.03159092232011961
Passengers in absence of driver	0.6167433888278445
Passengers in absence of driver	0.16055554151450735
Passengers in absence of driver	0.07426519010751553
Drivers	0.29931374955784984
Passengers in presence of driver	0.057622656240672206
Passengers in absence of driver	0.04683726530097275
Drivers	0.15631595088165381
Passengers in absence of driver	0.02667159680016836
Passengers in absence of driver	0.17560511229281192
Passengers in absence of driver	0.03921280350388207
Passengers in absence of driver	0.05120827928107605
Passengers in absence of driver	0.051471982000183734
Passengers in absence of driver	0.27416157485709114
Passengers in absence of driver	0.08634765806956482
Passengers in absence of driver	0.3010299956639812
Passengers in absence of driver	0.05053731328639048
Passengers in absence of driver	0.34510484182714507
Drivers	0.2815304447033772
Passengers in absence of driver	0.07168995372095827
Passengers in absence of driver	0.2887643519302448
Passengers in absence of driver	0.04441561349808715
Drivers	0.2470499102830854
Passengers in absence of driver	0.624604787422738
Passengers in absence of driver	0.08126103633360358
Passengers in absence of driver	0.05661607467529471
Passengers in absence of driver	0.2949682574818409
Passengers in absence of driver	0.23326152985214246
Passengers in absence of driver	0.030353893775074022
Passengers in absence of driver	0.07575117980443989
Drivers	0.18310278931495577
Passengers in absence of driver	0.37230231106193706
Drivers	0.16225890113033134
Passengers in absence of driver	0.11435838802268465
Passengers in absence of driver	0.047968183801011276
Passengers in absence of driver	0.7469077126466643
Drivers	0.2760148843818319
Passengers in presence of driver	0.03200366549923206
Passengers in absence of driver	0.09351833046673037
Passengers in absence of driver	0.04459815608008452
Passengers in absence of driver	0.0461710523332446
Passengers in absence of driver	0.15007988584858334
Drivers	0.1634574890559499
Passengers in absence of driver	0.13743306709990896
Passengers in absence of driver	0.8361790970082327
Passengers in absence of driver	0.06978216992048811
Passengers in absence of driver	0.19786762684520032
Passengers in absence of driver	0.7144706768352403
Drivers	0.2915738245729045
Passengers in absence of driver	0.6331460181158655
Passengers in absence of driver	0.2637145630716354
Drivers	0.2766793664649178
Passengers in absence of driver	0.19107025964397356
Drivers	0.18626611914788765
Passengers in absence of driver	0.2240896282857051
Drivers	0.17595291030161356
Drivers	0.2709315059974631
Passengers in absence of driver	0.4871913000798515
Drivers	0.2920036775347867
Passengers in absence of driver	0.058568642609870304
Passengers in absence of driver	0.05019909501739489
Passengers in absence of driver	0.06692436365139232
Drivers	0.20546859302530937
Passengers in absence of driver	0.3633769717105615
Drivers	0.2559042652708843
Drivers	0.2753352609806328
Passengers in absence of driver	0.09775070953159783
Passengers in absence of driver	0.15761882436712474
Drivers	0.01924714448175265
Passengers in absence of driver	0.04629229537565303
Passengers in absence of driver	0.6211058064071681
Passengers in absence of driver	0.9093544450875443
Drivers	0.2116356819753393
Drivers	0.16587377003892298
Drivers	0.3550660918325617
Drivers	0.25579172618285057
Passengers in presence of driver	0.060155413496160604
Passengers in absence of driver	0.7200021803025451
Passengers in absence of driver	0.057318111046140194
Passengers in absence of driver	0.03993564423265102
Passengers in absence of driver	0.049114719119160766
Passengers in absence of driver	0.06494065623974819
Passengers in absence of driver	0.5768326026894649
Drivers	0.29668626598164566
Passengers in absence of driver	0.07821247047216741
Passengers in absence of driver	0.10726293733506151
Passengers in absence of driver	0.06537885455709296
Passengers in absence of driver	0.27059970130764455
Passengers in absence of driver	0.0976057713936757
Drivers	0.39898714602827484
Passengers in absence of driver	0.043535125256637476
Passengers in absence of driver	0.1746868954800759
Passengers in absence of driver	0.04191929153761606
Passengers in absence of driver	0.09473916590064028
Passengers in absence of driver	0.08253985411142856
Passengers in presence of driver	0.044868139564314624
Passengers in absence of driver	0.11613380903584762
Drivers	0.059555622085981856
Passengers in presence of driver	0.0563528262806069
Drivers	0.18587573771717275
Passengers in absence of driver	0.18107011970823142
Passengers in absence of driver	0.11383125381905207
Passengers in absence of driver	0.05424692830679856
Passengers in absence of driver	0.13311030059382478
Passengers in absence of driver	0.6035816892549913
Passengers in absence of driver	0.2696367561588366
Passengers in absence of driver	0.11209997311939476
Passengers in absence of driver	0.3010299956639812
Drivers	0.22863269917853865
Passengers in absence of driver	0.19376877781775473
Passengers in absence of driver	0.4558340862575938
Passengers in absence of driver	0.05092171946772643
Passengers in absence of driver	0.05266667987187009
Passengers in absence of driver	0.11156733216534799
Passengers in absence of driver	0.8708673576284092
Passengers in absence of driver	0.7161033958923791
Drivers	0.17028116390191791
Passengers in absence of driver	0.02612371078831394
Passengers in absence of driver	0.12106945328837863
Passengers in absence of driver	0.05569139090290464
Passengers in absence of driver	0.23672207069336473
Passengers in absence of driver	0.0012949484516484196
Passengers in absence of driver	0.05939528218258232
Passengers in absence of driver	0.9634812107366236
Passengers in absence of driver	0.38420134189476696
Passengers in absence of driver	0.07515042317572758
Drivers	0.19447125301473292
Passengers in presence of driver	0.1326532483072492
Drivers	0.18587573771717275
Drivers	0.3010299956639812
Passengers in absence of driver	0.05288339162951978
Passengers in absence of driver	0.8002265464161017
Drivers	0.21858515347458252
Passengers in absence of driver	0.04126955213234302
Drivers	0.26511523826438443
Drivers	0.24090091945834857
Drivers	0.2667990733284193
Passengers in presence of driver	0.12758569349522705
Passengers in absence of driver	0.6084208367019927
Passengers in absence of driver	0.02516599642707659
Passengers in absence of driver	0.21191739772901966
Passengers in absence of driver	0.05667590448631785
Passengers in absence of driver	0.02247527982342607
Passengers in absence of driver	0.04818778480607393
Passengers in absence of driver	0.03850429635109454
Passengers in absence of driver	0.06523701127597564
Passengers in absence of driver	0.11088788964927572
Drivers	0.1751144371885407
Passengers in absence of driver	0.06942893718880361
Passengers in absence of driver	0.6414209142790377
Drivers	0.2569853322493595
Passengers in absence of driver	0.0633101211384241
Passengers in absence of driver	0.01015170212515935
Passengers in absence of driver	0.04879019509968038
Passengers in absence of driver	0.05102132815207135
Passengers in absence of driver	0.044097069690063884
Passengers in absence of driver	0.20133379846031443
Drivers	0.3010299956639812
Drivers	0.28070529902271213
Drivers	0.20665200245525553
Passengers in presence of driver	0.08113291477645962
Passengers in absence of driver	0.14628115195523098
Drivers	0.2779542224697159
Passengers in absence of driver	0.06279212550037051
Passengers in absence of driver	0.33654840470548597
Passengers in absence of driver	0.09094000467279607
Drivers	0.28107030162476165
Drivers	0.2344358226277032
Drivers	0.19000480176415838
Drivers	0.2055918557530385
Passengers in absence of driver	0.02443489127017257
Drivers	0.22804930113714073
Passengers in presence of driver	0.05344844015633453
Drivers	0.059555622085981856
Drivers	0.2753352609806328
Passengers in absence of driver	0.0769355908132501
Drivers	0.2878032169238619
Drivers	0.41329237798548013
Passengers in absence of driver	0.047043231119327455
Passengers in absence of driver	0.02368571428225829
Passengers in absence of driver	0.04961477534983827
Passengers in absence of driver	0.8126367080065108
Passengers in absence of driver	0.04157185010972722
Passengers in absence of driver	0.3169075841798167
Drivers	0.26526418445350036
Passengers in absence of driver	0.37975932061537093
Drivers	0.2766793664649178
Passengers in absence of driver	0.12113847332004969
Passengers in absence of driver	0.0270582590606
Drivers	0.42061527983996333
Passengers in absence of driver	0.38959279487661286
Passengers in absence of driver	0.14277331033869137
Passengers in absence of driver	0.5406177504533725
Passengers in absence of driver	0.011887465263025398
Drivers	0.16678147125615506
Passengers in absence of driver	0.07455123079748535
Passengers in absence of driver	0.0781432556233019
Passengers in absence of driver	0.04845226315397677
Passengers in absence of driver	0.24062796501206168
Passengers in absence of driver	0.16363475885609555
Drivers	0.20479816069382298
Passengers in presence of driver	0.8050078378613555
Drivers	0.13381067227236682
Passengers in absence of driver	0.1571192092361203
Passengers in absence of driver	0.21101106508321582
Passengers in presence of driver	0.15629035195254093
Passengers in absence of driver	0.031135947137051763
Passengers in absence of driver	0.05186123507887916
Passengers in absence of driver	0.05937700574077607
Passengers in absence of driver	0.46703586676468023
Passengers in absence of driver	0.06318243228180656
Passengers in absence of driver	0.04042975191126385
Drivers	0.13824431628738432
Passengers in absence of driver	0.039309868990883845
Passengers in absence of driver	0.0022216724992195494
Passengers in absence of driver	0.20266194333435156
Passengers in absence of driver	0.10193850382666128
Passengers in absence of driver	0.3453480379089834
Drivers	0.2420308268804686
Drivers	0.15373269149689428
Drivers	0.2598249226039196
Passengers in absence of driver	0.43907455840977927
Passengers in absence of driver	0.002869198347908313
Passengers in absence of driver	0.04014649349377768
