driver_status	adj_splicing_density
Passengers in absence of driver	0.9124218262783674
Passengers in absence of driver	4.226807449734921
Passengers in absence of driver	3.8791693492486488
Passengers in absence of driver	1.3003547895322256
Drivers	6.548596160046462
Passengers in absence of driver	7.153844412209321
Passengers in absence of driver	2.7532803878110115
Passengers in absence of driver	3.552664368046158
Drivers	70.0364224414907
Passengers in absence of driver	2.3132350011447333
Passengers in absence of driver	2.5062865822704916
Passengers in absence of driver	6.797081076512723
Passengers in absence of driver	1.4359098269938446
Passengers in absence of driver	4.373560311929046
Passengers in absence of driver	4.609448683969359
Passengers in absence of driver	3.0985503025724688
Passengers in absence of driver	2.2655230049872612
Passengers in absence of driver	0.7706861036903576
Passengers in absence of driver	10.269126232364545
Drivers	16.712444838486753
Drivers	12.778201206546509
Passengers in absence of driver	2.2645995259524003
Passengers in absence of driver	20.43638437418468
Passengers in absence of driver	2.604514391899516
Drivers	4.699952712894515
Passengers in absence of driver	4.806150075608472
Drivers	8.594087516211689
Passengers in absence of driver	2.1011154856407916
Passengers in absence of driver	2.4968595495428327
Drivers	11.92279513239966
Passengers in absence of driver	1.4507564742954515
Drivers	12.723324159286475
Passengers in absence of driver	2.471872659973624
Drivers	22.793321556783862
Passengers in absence of driver	6.635325921154513
Passengers in absence of driver	5.160999175633601
Passengers in absence of driver	3.791054269711455
Passengers in absence of driver	0.21691026740637945
Passengers in absence of driver	0.4774512131174421
Passengers in absence of driver	3.634428918954301
Drivers	1.4387040477646147
Passengers in presence of driver	2.158056071646922
Passengers in absence of driver	2.7915770146790075
Drivers	1.822395694043454
Passengers in absence of driver	3.0046115980651744
Passengers in absence of driver	3.36165934732577
Drivers	5.54690238783054
Drivers	19.806059069590567
Passengers in absence of driver	0.3321416191680071
Passengers in absence of driver	0.288389165883198
Passengers in absence of driver	1.614862992278468
Passengers in absence of driver	4.526057560023868
Passengers in absence of driver	3.6765830596870432
Passengers in absence of driver	4.023660921272812
Passengers in absence of driver	0.7986618230834823
Drivers	0.7066060809187371
Passengers in presence of driver	2.8264243236749484
Passengers in absence of driver	1.149962994190847
Passengers in absence of driver	0.43785127196393814
Passengers in absence of driver	5.350265790303296
Passengers in absence of driver	2.3867215504325774
Passengers in absence of driver	1.367408241662226
Passengers in absence of driver	13.974322217860488
Drivers	1.3417285039844078
Drivers	3.1339673701894557
Passengers in absence of driver	1.6535724168374728
Drivers	2.463654160556092
Drivers	11.190307403339524
Passengers in absence of driver	0.5846575783633946
Passengers in absence of driver	0.25382081260075756
Passengers in absence of driver	2.696568301338056
Drivers	4.196397883395657
Passengers in absence of driver	2.4789496411134633
Passengers in absence of driver	1.5554164788884515
Drivers	1.2438146148671239
Passengers in presence of driver	1.2438146148671239
Passengers in absence of driver	0.3853673396772948
Passengers in absence of driver	0.9589785415131631
Drivers	1.5458058463451443
Passengers in absence of driver	0.7458996771237121
Passengers in absence of driver	4.164091109539284
Drivers	2.0387772112568077
Drivers	5.165007795288015
Passengers in absence of driver	1.5436782536577858
Passengers in absence of driver	5.818980393891147
Passengers in absence of driver	1.4852185898725212
Passengers in absence of driver	1.3426438996934977
Passengers in absence of driver	2.1272906134500142
Drivers	5.751669222480799
Passengers in absence of driver	2.7399166861888586
Drivers	36.05141959900276
Passengers in absence of driver	4.7198278338961375
Passengers in absence of driver	3.6916565976732967
Passengers in absence of driver	1.3295873028525433
Drivers	13.181621655822585
Passengers in absence of driver	1.2763207847896123
Passengers in absence of driver	2.0573391849065943
Passengers in absence of driver	0.8750620092867257
Drivers	5.426886249564217
Passengers in presence of driver	2.7134431247821085
Drivers	20.097525629699284
Passengers in absence of driver	4.290153378758239
Passengers in absence of driver	1.98702056064185
Passengers in absence of driver	9.204901797181567
Drivers	7.890328808691675
Passengers in absence of driver	2.967474102963459
Passengers in absence of driver	7.8871852513973755
Passengers in absence of driver	3.117555159543998
Passengers in absence of driver	3.0845579034636246
Passengers in absence of driver	0.6559879519547175
Drivers	3.7145025234966225
Passengers in presence of driver	7.429005046993245
Drivers	5.753100196474844
Passengers in presence of driver	5.753100196474844
Passengers in absence of driver	2.5148376746807073
Passengers in absence of driver	12.40090365229903
Drivers	74.78153858809183
Passengers in absence of driver	1.702545819317444
Passengers in absence of driver	1.2658258352100427
Passengers in absence of driver	3.903277296030415
Drivers	16.888753778858657
Passengers in absence of driver	1.4504420754582528
Drivers	8.683711032972909
Passengers in absence of driver	2.2166029674545027
Passengers in absence of driver	2.4720332963479557
Passengers in absence of driver	2.832570646942021
Passengers in absence of driver	1.4468834241820132
Passengers in absence of driver	0.7438657068861743
Drivers	16.130840473246597
Passengers in absence of driver	2.8380287336219134
Passengers in absence of driver	40.74642354633951
Passengers in absence of driver	3.2772728501704593
Passengers in absence of driver	374.08087160843087
Drivers	9.482717746906264
Passengers in absence of driver	2.68293952660679
Passengers in absence of driver	5.984216333948529
Passengers in absence of driver	3.428496605918625
Drivers	13.619283468557072
Passengers in absence of driver	0.989721805240226
Drivers	85.84906875222671
Passengers in absence of driver	6.727241290988843
Passengers in absence of driver	4.358175052832626
Drivers	13.501097976792963
Passengers in absence of driver	2.7835324629399554
Drivers	8.048176383833628
Passengers in absence of driver	4.54890204459159
Passengers in absence of driver	2.2572845342131194
