cancer_type	has_driver	adj_passenger_density
Prost-AdenoCA	False	76.39342210038251
Uterus-AdenoCA	False	3.125021737749774
Uterus-AdenoCA	True	0.0
Uterus-AdenoCA	False	4.110129242355825
Uterus-AdenoCA	False	1.2383006177289668
Uterus-AdenoCA	False	1.3552215911279903
Uterus-AdenoCA	False	1.23496715342778
Uterus-AdenoCA	False	1.0271742937099329
Uterus-AdenoCA	True	0.0
Bladder-TCC	False	1.7016175061857441
Bladder-TCC	False	1.216696566117362
Bladder-TCC	False	0.7139748470084829
Bladder-TCC	False	1.3196198246247373
Bladder-TCC	True	4.852246155707557
Bladder-TCC	True	0.0
Prost-AdenoCA	False	29.66877094345143
Prost-AdenoCA	False	33.08765291339352
Prost-AdenoCA	False	29.911378461238264
Prost-AdenoCA	False	14.21751396266771
Prost-AdenoCA	False	38.81258288672325
Prost-AdenoCA	False	37.101559183250174
Prost-AdenoCA	False	38.13522881770937
Prost-AdenoCA	False	165.00403147317417
Prost-AdenoCA	False	17.71362122116149
Stomach-AdenoCA	False	1.054339122440314
Stomach-AdenoCA	False	1.1276122579521162
Stomach-AdenoCA	False	1.6811227216697582
Stomach-AdenoCA	True	0.0
Liver-HCC	False	2.1295505773718983
Liver-HCC	False	29.345598497659658
Liver-HCC	False	3.1321546957096995
Liver-HCC	True	0.0
Lung-AdenoCA	True	0.0
Lung-AdenoCA	False	77.11633257058892
Panc-AdenoCA	False	1.1512886710365857
Panc-AdenoCA	True	0.0
Panc-AdenoCA	False	2.7856871771181178
Panc-AdenoCA	False	1.7654617684537903
Panc-AdenoCA	False	2.2728177555583557
Ovary-AdenoCA	False	3.4584684632072715
Ovary-AdenoCA	False	0.9777136949731368
Ovary-AdenoCA	False	1.5079743330143964
Ovary-AdenoCA	True	0.0
Liver-HCC	False	8.671599883486401
Liver-HCC	False	20.808762952636098
Liver-HCC	True	0.0
Liver-HCC	False	6.750124054818726
Liver-HCC	False	31.27004836997194
Lymph-BNHL	False	356.6849315341071
Lymph-BNHL	False	12.161928677855958
Lymph-BNHL	False	9.017559998468096
Lymph-BNHL	True	18.24550121058922
Lymph-BNHL	True	0.0
Lymph-BNHL	True	234.1602364706462
Lymph-BNHL	True	0.0
Lymph-BNHL	True	272.4748869645815
CNS-Medullo	False	25.00107944870323
Skin-Melanoma	False	0.3213793517805522
Skin-Melanoma	False	0.1860297291744396
Skin-Melanoma	False	3.1250743160274634
Skin-Melanoma	False	4.087441230175243
Skin-Melanoma	False	2.437513434425852
Skin-Melanoma	False	1.9903950576604617
Skin-Melanoma	True	3.0756136731159285
Skin-Melanoma	False	3.6337314158613276
Skin-Melanoma	False	1.1399920414572633
Skin-Melanoma	True	0.0
Skin-Melanoma	False	1.4836015334681103
Skin-Melanoma	True	0.42366373209279207
Liver-HCC	True	22.464664557288714
Liver-HCC	False	18.10443571088164
Liver-HCC	True	0.0
CNS-Medullo	False	127.23376111712703
CNS-Medullo	True	0.0
Stomach-AdenoCA	False	3.205237775809535
Stomach-AdenoCA	True	640.7915161271023
Stomach-AdenoCA	False	6.1439030174993485
Lung-SCC	False	1.6537367414164397
Lung-SCC	False	6.7377846746095535
Lung-SCC	False	6.643519160256643
Lung-SCC	True	0.0
Lung-SCC	True	0.0
Lung-SCC	True	0.0
