cancer_gene_type	mutation_count_bin	gene_exp
TSG	0	0.09507910010758075
OG	0	0.4018464670281409
TSG	0	0.06565228569934432
OG	0	0.01607283750640392
OG	0	0.05984754278245317
OG	0	0.07823678332798976
OG	0	0.026013791767788733
TSG	0	0.1058296159568586
TSG	0	0.10489437273370478
TSG	0	0.3967268835955562
OG	0	0.23283617207042706
TSG	0	0.0006175968337946804
OG	0	0.019790501231617373
OG	0	0.09521270534803603
TSG	0	0.2500489568514789
OG	0	0.06370381671288995
TSG	0	0.025477239042771025
TSG	0	0.09515164180268894
TSG	0	0.1797336142030474
TSG	0	0.021444515700967903
OG	0	0.06200338918895549
TSG	0	0.33616440628402844
OG	0	0.005700142090842218
OG	0	0.1281723000254407
OG	0	0.9365147450525848
TSG	0	0.07411415193668285
TSG	0	0.041394715458677206
OG	0	0.03116422588756655
TSG	0	0.15889075424813368
OG	0	0.17964447166607622
OG	0	0.07081644674711665
OG	0	0.2296263069946623
TSG	0	0.1666014793666862
TSG	0	0.383368013888791
TSG	0	0.39804732520105673
TSG	0	0.26677144149818094
TSG	0	0.32674374269522677
OG	0	0.09164275133150906
TSG	0	0.010709553032476372
OG	0	0.01778534060137903
OG	0	0.010813791565540192
TSG	0	0.27815465550108454
OG	0	0.10465268474203793
OG	0	0.02076024847393157
TSG	0	0.2853833034933392
TSG	0	0.11877680402750741
TSG	0	0.00018904832371245328
OG	0	0.0114653765598328
OG	0	0.047983084375854544
TSG	0	0.07181602466549926
OG	0	0.0902761247363656
OG	0	0.02172557900876008
OG	0	0.12407172239124051
TSG	0	0.13717376380317262
TSG	0	0.009254202218109237
TSG	0	0.024635659950018828
TSG	0	0.3053244343499835
OG	0	0.16442906460622966
TSG	0	0.010406719218986234
OG	0	0.014927390270008216
OG	0	0.137790630146807
OG	0	0.052108049018353704
OG	0	0.2646456694002953
TSG	0	0.29724866867961597
TSG	0	0.1264617381106965
TSG	0	0.12862601112391858
TSG	0	0.500916855169932
TSG	0	0.5575787369881716
OG	0	0.2953409611373649
TSG	0	0.014779846153773398
OG	0	0.019812746301739032
OG	0	0.16303889461649132
OG	0	0.09627388824583678
OG	0	0.013938864712294767
OG	0	0.04267592638582799
TSG	0	0.041283133695514576
TSG	0	0.10648135380483387
TSG	0	0.3252870658562707
TSG	0	0.08868755264654836
TSG	0	0.14023880921887638
OG	0	0.1775403970485652
TSG	0	0.6478685781633329
OG	0	0.016633000329569388
OG	0	0.08065576755946613
OG	0	0.015894551488372977
OG	0	0.07537532838140444
TSG	0	0.05101576941958253
TSG	0	0.12234810134927014
TSG	0	0.15440286927452002
TSG	0	0.08100562687887677
TSG	0	0.11676981915778889
OG	0	0.28939429688958357
TSG	0	0.0006773485663903917
OG	0	0.024858700967325953
OG	0	0.18446185388987607
TSG	0	0.10233927681211816
OG	0	0.08112950862662029
OG	0	0.2684930876810334
TSG	0	0.4429064914179464
TSG	0	0.12916872728632106
TSG	0	0.11796912526342693
TSG	0	0.5773738088543913
TSG	0	0.3872558363454642
OG	0	0.10631044380541524
OG	0	0.014917364963630789
OG	0	0.16233979756189965
TSG	0	0.15553877849752976
OG	0	0.0725303455615806
OG	0	0.017443420708573586
TSG	0	0.03628197197077135
TSG	0	0.008554427095736087
TSG	0	0.02707789192416061
TSG	0	0.04070999467237974
OG	0	0.08038598926342998
OG	0	0.026572953222873792
OG	0	0.07468256544667419
TSG	0	0.13036324212567324
OG	0	0.037872933090766135
OG	0	0.01012259861685649
OG	0	0.09672205685100607
TSG	0	0.0357960257016895
TSG	0	0.05722741852865469
TSG	0	0.17242752916538753
TSG	0	0.15443478469871671
TSG	0	0.10440461434696378
OG	0	0.2555441105350573
TSG	0	0.0019054232308580589
OG	0	0.004709262735101864
OG	0	0.06421924783904667
TSG	0	0.09732907168515768
TSG	0	0.0017262374195997304
TSG	0	0.12085947093020992
OG	0	0.13554474009893336
OG	0	0.05507733808713544
OG	0	0.20191245919063164
TSG	0	0.20812182159270598
TSG	0	0.5239635195346293
TSG	0	0.4826301492953163
TSG	0	0.2144281756510722
TSG	0	0.3682493790327354
OG	0	0.09735947986918297
TSG	0	0.009953399671136214
OG	0	0.017621779745891925
OG	0	0.010507152466061232
TSG	0	0.1428322718079197
OG	0	0.11217900311793227
OG	0	0.03483383578254636
OG	0	0.16084359753824098
TSG	0	0.20670117710314947
TSG	0	0.1259297342328192
TSG	0	0.14972012762180553
TSG	0	0.2714158900590103
TSG	0	0.1832303340962121
OG	0	0.19664409387176732
TSG	0	0.005374789842419231
OG	0	0.023685548814529965
OG	0	0.04820460492698822
TSG	0	0.12150445690913586
OG	0	0.15666076092323303
OG	0	0.041641424275316134
OG	0	0.15618078583270373
TSG	0	0.14431373579880918
TSG	0	0.3098223552508368
TSG	0	0.30121192750324294
TSG	0	0.2750637165661703
OG	0	0.09840011703465924
TSG	0	0.03015506168612473
OG	0	0.02327493325522292
OG	0	0.04014651200310818
TSG	0	0.1710835945590517
OG	0	0.09947626610114513
OG	0	0.014634501768544628
OG	0	0.03130280916010384
TSG	0	0.046686425585658664
TSG	0	0.09067222037409872
TSG	0	0.14876168691547098
TSG	0	0.18170992741206002
TSG	0	0.05527166318866042
OG	0	0.0709164048518861
TSG	0	0.2861507923633077
OG	0	0.025369465224879262
OG	0	0.09631916873843038
TSG	0	0.23625658761348323
OG	0	0.11443988978452538
OG	0	0.02490765726055882
OG	0	0.08656783033303947
TSG	0	0.11717780168959031
TSG	0	0.05034931022593492
TSG	0	0.2180910158815545
TSG	0	0.0775874340579161
OG	0	0.10011679875602622
TSG	0	0.035157080324324484
OG	0	0.02328385254163768
OG	0	0.06163853268636712
TSG	0	0.23962329003849794
OG	0	0.0993515971103223
OG	0	0.03230962716145327
TSG	0	0.11928990304000316
TSG	0	0.17176732445907855
TSG	0	0.32176534961032727
TSG	0	0.2231251016881984
OG	0	0.08091616805085888
TSG	0	0.010771166947557538
OG	0	0.01352309733340761
OG	0	0.030069484390547463
TSG	0	0.12946094698258823
TSG	0	0.10150983977170264
TSG	0	0.28223938286784284
TSG	0	0.0544498777510001
OG	0	0.16767394235656638
TSG	0	0.003421161580898036
OG	0	0.02914953001090714
OG	0	0.17755841595905436
TSG	0	0.332332581964436
OG	0	0.04694408320693089
OG	0	0.021927896119254418
OG	0	0.09563027385888437
TSG	0	0.05118191948561831
TSG	0	0.04240885225743766
TSG	0	0.18540757430529226
TSG	0	0.2931609768265269
TSG	0	0.07433424261456299
OG	0	0.09647143530462306
TSG	0	0.6491151473221557
OG	0	0.013588590092617554
OG	0	0.02513932256214868
TSG	0	0.18175180930996568
OG	0	0.08492821731348713
OG	0	0.03340583430264523
OG	0	0.1291003859663622
TSG	0	0.09170286998614767
TSG	0	0.14557169681267257
TSG	0	0.16284686409851407
TSG	0	0.29688338130205166
TSG	0	0.1414855701802354
OG	0	0.10112140083653683
TSG	0	0.0353568822247122
OG	0	0.03073749209721718
TSG	0	0.08562443455315744
OG	0	0.012273832386679557
OG	0	0.05375660827372049
TSG	0	0.04906497953711027
TSG	0	0.061862429244654134
TSG	0	0.11400282777624456
TSG	0	0.01771331908490938
OG	0	0.419071563872882
TSG	0	0.0026763499057096854
OG	0	0.024215791596233063
OG	0	0.2108858084928271
TSG	0	0.09203744916469819
OG	0	0.10665939452708141
OG	0	0.08883968113501158
TSG	0	0.10031787472352986
TSG	0	0.1878374677040167
OG	0	0.16601608496106784
TSG	0	0.0014872799754641613
OG	0	0.02446275002967884
TSG	0	0.1992740234235641
OG	0	0.08868364858893099
OG	0	0.04382920380562497
OG	0	0.20652436554517373
TSG	0	0.1824762074229492
TSG	0	0.4079856761151504
TSG	0	0.3910634641936773
TSG	0	0.1721429641071634
TSG	0	0.3259085870982162
OG	0	0.08146822514377311
TSG	0	0.025092771915127713
OG	0	0.010876382744782288
OG	0	0.013940478972180762
TSG	0	0.06169119967235373
OG	0	0.0944845571558753
OG	0	0.017612576826796306
OG	0	0.1312308718857323
TSG	0	0.024253339161502935
TSG	0	0.21688325058523497
TSG	0	0.11048078134602374
TSG	0	0.07558733157025464
TSG	0	0.20889363312003295
OG	0	0.06993894204338935
TSG	0	0.0038240345981271347
OG	0	0.005612669712959047
OG	0	0.011236912194161602
TSG	0	0.0688143104654742
OG	0	0.04428730195045725
TSG	0	0.09008772833888253
TSG	0	0.00018076940550720993
TSG	0	0.07883576799159456
OG	0	0.1078380644205083
TSG	0	0.35033424121246604
TSG	0	0.24743880184329847
OG	0	0.13252011338369282
TSG	0	0.03623584835531829
OG	0	0.019645563304094175
OG	0	0.1713130915456214
TSG	0	0.08254219959784004
OG	0	0.08599367257117846
TSG	0	0.06136679074339429
TSG	0	0.10675818253113487
TSG	0	0.10810385360797939
TSG	0	0.26759822727092664
OG	0	0.016532907511634116
TSG	0	0.08540161531199074
OG	0	0.21403211510466133
OG	0	0.0605027073604445
OG	0	0.21316807360328527
TSG	0	0.16130925282045452
TSG	0	0.7651763867303866
TSG	0	0.440940859234123
TSG	0	0.216906926392921
OG	0	0.07704710021793047
TSG	0	0.025580736297047255
OG	0	0.011569560836530374
OG	0	0.0072320375437748075
TSG	0	0.09142783914946616
OG	0	0.157210701606008
OG	0	0.014524241061286391
TSG	0	0.12244063124945985
TSG	0	0.10574647277283167
TSG	0	0.01466014280347105
TSG	0	0.1602477639092727
TSG	0	0.13823407039065727
OG	0	0.08440405174154975
TSG	0	0.0006188786500797323
OG	0	0.013807917731540756
OG	0	0.047919426125997436
OG	0	0.22794330426821918
TSG	0	0.07865244642285346
TSG	0	0.0664521082697638
TSG	0	0.02821582500699151
OG	0	0.15447807980151546
TSG	0	0.057212056775868846
OG	0	0.02162087497009398
TSG	0	0.058640861503665445
OG	0	0.07907219626748285
OG	0	0.029423913165752477
OG	0	0.10644383893071338
TSG	0	0.13130906644745588
TSG	0	0.13361320206619576
TSG	0	0.15491793885636124
TSG	0	0.18487048290601982
OG	0	0.08889983667542875
TSG	0	0.03720697038783408
OG	0	0.22620174663882414
TSG	0	0.12066976822692635
OG	0	0.011038772202153548
OG	0	0.003301362927709785
OG	0	0.02230511453572173
TSG	0	0.014465387536927365
TSG	0	0.03800909632269204
TSG	0	0.05066678646804598
TSG	0	0.10516685472411663
TSG	0	0.03715668196540982
OG	0	0.021484901386534035
TSG	0	0.0033576227121172825
OG	0	0.00219360769429873
OG	0	0.014519799557747348
OG	0	0.051127949348766175
OG	0	0.009531184200249523
TSG	0	0.062025974484245606
TSG	0	0.037134396446131236
OG	0	0.008948395215230418
OG	0	0.09645510089427206
OG	0	0.2808892607881278
OG	0	0.02315630323486394
OG	0	0.2536213933299785
TSG	0	0.08044122133335002
TSG	0	0.05173710810793047
TSG	0	0.21181216337389905
TSG	0	0.17769614403703446
TSG	0	0.1124612363933604
OG	0	0.16052587805342983
TSG	0	0.0002172259888874724
OG	0	0.016416776261238792
OG	0	0.1263609716586288
TSG	0	0.2747828488337947
OG	0	0.07528448351080082
OG	0	0.019921251323735914
OG	0	0.12190959880697427
TSG	0	0.11400879485820252
TSG	0	0.09674022174137699
TSG	0	0.22649218277404984
TSG	0	0.21570714399985816
OG	0	0.18669148305970976
TSG	0	0.004022250674383206
OG	0	0.011142910934008186
OG	0	0.7228555155149853
OG	0	0.8929402167561888
OG	0	0.033793968664864456
OG	0	0.07111494860211866
TSG	0	0.11251676952522463
TSG	0	0.07395566289889179
TSG	0	0.1280820243792579
TSG	0	0.2644209349071416
TSG	0	0.09952757854446433
OG	0	0.07488602570152225
TSG	0	0.03730301508712381
OG	0	0.023735053028418086
OG	0	0.11220319973797045
TSG	0	0.17773106572079322
OG	0	0.017760600122417217
OG	0	0.07781218599907655
TSG	0	0.06965512062740202
TSG	0	0.0880983625360092
TSG	0	0.001270199302237071
TSG	0	0.16945470978851476
TSG	0	0.2144604726551545
TSG	0	0.11918905921125802
OG	0	0.22071229437922468
TSG	0	0.009695947179460863
OG	0	0.011430377203767843
OG	0	0.07268112265009227
TSG	0	0.22066626133856151
OG	0	0.17490280423047527
OG	0	0.03388426752905375
OG	0	0.5732977076097592
TSG	0	0.14306337818173367
TSG	0	0.16519565323087476
TSG	0	0.34634115470676696
TSG	0	0.002945184122343688
OG	0	0.02137028299490966
OG	0	0.14747122822257608
TSG	0	0.1421362315461445
OG	0	0.030308272474918407
OG	0	0.006622710099757571
OG	0	0.01651086411830146
TSG	0	0.025766692379889503
TSG	0	0.05246636338073792
TSG	0	0.12096127867425055
TSG	0	0.010650365330570871
OG	0	0.010611608208591092
OG	0	0.4603435051895803
TSG	0	0.15248621686213468
OG	0	0.09592655082490689
OG	0	0.01159172991795108
OG	0	0.03138148110194314
TSG	0	0.08720918003359183
TSG	0	0.08134477708883037
TSG	0	0.15241234691941
TSG	0	0.1959288758454311
TSG	0	0.05351247507643218
OG	0	0.06067818732241315
TSG	0	0.0934121960487859
OG	0	0.018431697116146603
OG	0	0.03848638804121949
OG	0	0.06229784814415558
OG	0	0.02196118863224798
OG	0	0.07197143257472814
TSG	0	0.081847293489468
TSG	0	0.059288071087195596
TSG	0	0.1771344309050242
TSG	0	0.2228915458019838
TSG	0	0.17766474620892375
OG	0	0.06411054728425614
TSG	0	0.053396181267367615
OG	0	0.01541954011768855
OG	0	0.041332824205461464
TSG	0	0.0756791056739403
OG	0	0.1567281368091993
OG	0	0.032977255652123574
TSG	0	0.07907121172526203
TSG	0	0.12676846049315302
TSG	0	0.2160900248257966
TSG	0	0.12301211976316274
TSG	0	0.13271033507311744
OG	0	0.013021884644081352
OG	0	0.10360970499874711
TSG	0	0.46238099053257237
OG	0	0.13239131765738957
OG	0	0.029330714413086097
OG	0	0.06668189759769408
TSG	0	0.05849895306880811
TSG	0	0.0613690439880488
TSG	0	0.13068261712211682
TSG	0	0.2045429758074261
TSG	0	0.06319700988108727
OG	0	0.0808669557461203
TSG	0	0.8888353337043874
OG	0	0.014291045502033878
OG	0	0.05707972759106681
TSG	0	0.3501500371473976
OG	0	0.13552375424197097
OG	0	0.11209942931180096
TSG	0	0.16002526728923358
TSG	0	0.23409934252139042
OG	0	0.1047981967617308
TSG	0	0.009033056550149686
OG	0	0.057862036035457316
TSG	0	0.25627640837612714
OG	0	0.012382323379384198
OG	0	0.08439058445280546
TSG	0	0.03633936898965056
TSG	0	0.015811390805865435
TSG	0	0.055020079238999334
TSG	0	0.18016796048722125
OG	0	0.056463104669833085
TSG	0	0.002049332326081666
OG	0	0.010146295222637384
OG	0	0.050898641437822474
TSG	0	0.24664173134189588
OG	0	0.14744996064695245
OG	0	0.01752431702975826
TSG	0	0.04115188670030254
TSG	0	0.028605946941727498
TSG	0	0.08548681170013765
OG	0	0.13537901906468575
TSG	0	0.0007431053062296888
OG	0	0.01758762200671506
OG	0	0.052158855684618206
TSG	0	0.1927876870290887
OG	0	0.07164571215338245
OG	0	0.022033393002827473
OG	0	0.09461650233831309
TSG	0	0.04237177496892816
TSG	0	0.036352253100929315
TSG	0	0.205251743954361
TSG	0	0.05060580931678346
OG	0	0.13666252490305275
OG	0	0.015082555204027261
OG	0	0.025444354002669443
TSG	0	0.2835037478560169
OG	0	0.014508348486507354
OG	0	0.07685467250331234
TSG	0	0.05080348396480272
TSG	0	0.11494884236830798
TSG	0	0.2568609864682646
TSG	0	0.14138984678457514
TSG	0	0.12615334373089698
OG	0	0.06737469747062029
TSG	0	0.0011125064420475948
OG	0	0.011256882417262089
OG	0	0.12037772158078729
OG	0	0.033927846105787945
OG	0	0.34981353404989823
TSG	0	0.1692999659456241
TSG	0	0.22950537149881275
TSG	0	0.22671416132111447
TSG	0	0.3124485451225882
TSG	0	0.8097914877075325
OG	0	0.2354517287983318
TSG	0	0.01713120612372559
OG	0	0.14020684133851255
TSG	0	0.1053735280412574
OG	0	0.05370012373101883
OG	0	0.013388010332025956
OG	0	0.1084686801196283
TSG	0	0.064510696554233
TSG	0	0.5190253937638678
TSG	0	0.2814899764219116
TSG	0	0.2630850631999181
OG	0	0.017621152223614853
OG	0	0.09233264259172948
TSG	0	0.03463072349110744
OG	0	0.11295334594853007
OG	0	0.0678683019177946
TSG	0	0.06139753006213518
TSG	0	0.07706708066210469
TSG	0	0.25705350277249356
TSG	0	0.005472229323673153
OG	0	0.13369885738324774
TSG	0	0.2842994264191316
OG	0	0.013504268313169834
OG	0	0.2728488899870235
OG	0	0.1702462037945358
TSG	0	0.08629499070915747
TSG	0	0.09798952805963818
TSG	0	0.1828916068937239
OG	0	0.1991295350468205
TSG	0	0.0014517426771181688
OG	0	0.01877948158226107
OG	0	0.3274248555203366
TSG	0	0.40768511369797017
OG	0	0.02322941560997482
TSG	0	0.07059615740629019
TSG	0	0.08067876510172779
OG	0	0.49882907481274147
TSG	0	0.0007307550779683214
OG	0	0.05489764730865037
OG	0	0.01660492800902863
TSG	0	0.07200150993620207
TSG	0	0.05037842361962847
TSG	0	0.10545769792035121
TSG	0	0.0072246929966402786
OG	0	0.017696421354854122
TSG	0	0.20620863847948773
OG	0	0.05266966117003755
OG	0	0.05756263543436051
TSG	0	0.10235135840881589
TSG	0	0.04527251532671067
TSG	0	0.08395635827416263
OG	0	0.11345853732631067
TSG	0	0.01650222212158671
OG	0	0.08803145988497312
OG	0	0.09076222766008255
TSG	0	0.08552140122756606
TSG	0	0.12243844685414747
TSG	0	0.1720003788266379
TSG	0	0.15787011565893164
OG	0	0.42094495823259664
TSG	0	0.0011903919071679534
OG	0	0.02779047495277715
OG	0	0.05425191158768601
TSG	0	0.07789020546132938
OG	0	0.021111837040129124
TSG	0	0.03317641505455925
TSG	0	0.01127562699289066
OG	0	0.011761742284515684
OG	0	0.44998362126626035
TSG	0	0.08773626331818486
OG	0	0.045218799655149945
OG	0	0.18287301540188405
TSG	0	0.17302648358407585
TSG	0	0.15203517818269527
TSG	0	0.3506027727475721
TSG	0	0.3582484247778673
OG	0	0.241066048028277
TSG	0	0.0012585785011096204
OG	0	0.022982089389967743
OG	0	0.22818735786661673
TSG	0	0.13854000172645806
OG	0	0.24155692893954872
OG	0	0.05315406029361139
OG	0	0.245146439150128
TSG	0	0.15927486110160463
TSG	0	0.5194235678918987
TSG	0	0.4270403269463093
TSG	0	0.21125561741333074
TSG	0	0.3413490280250875
OG	0	0.09600854575261007
TSG	0	0.010620841919989816
OG	0	0.013849566280318065
OG	0	0.01314719493576603
OG	0	0.09788784350139161
OG	0	0.1273525913766716
TSG	0	0.18283899030395678
TSG	0	0.4838599114900013
TSG	0	0.20905397226703556
OG	0	0.13458697296518707
TSG	0	0.13532579252956406
OG	0	0.08541682143862546
OG	0	0.08287603755652581
OG	0	0.017862686380709744
OG	0	0.1288168814139886
TSG	0	0.15232191028781522
TSG	0	0.12849437339647152
TSG	0	0.19558956833310812
TSG	0	0.15017560898372265
OG	0	0.10081729739614015
TSG	0	0.029206911108406623
OG	0	0.021797994860359837
OG	0	0.041109653239448464
OG	0	0.09225263543115213
OG	0	0.01408477430221213
OG	0	0.10667507145349754
TSG	0	0.031531302211737215
TSG	0	0.08594196911113489
TSG	0	0.34667155298016156
OG	0	0.14936474491109944
TSG	0	0.495705715496732
OG	0	0.022193386147980047
OG	0	0.0796651500756099
TSG	0	0.05186509636607838
OG	0	0.09983795239962301
OG	0	0.014861895431982524
OG	0	0.1293569885923221
TSG	0	0.08207185353040077
TSG	0	0.09944540925125787
TSG	0	0.23385352445208338
TSG	0	0.3082129863516936
OG	0	0.14222579613464154
TSG	0	0.0786925276517338
OG	0	0.024093500271451854
OG	0	0.17673997166630748
OG	0	0.0398390540465215
TSG	0	0.137120170825329
TSG	0	0.1109782381343884
TSG	0	0.06126430890146019
TSG	0	0.19122323631029378
OG	0	0.3554518178115491
TSG	0	0.0008445654600017131
OG	0	0.02439711505212085
OG	0	0.12500493397412923
TSG	0	0.16605332460491748
OG	0	0.2803988038759965
OG	0	0.06647520111664061
OG	0	0.3379722849407641
TSG	0	0.24549466730047487
TSG	0	0.5990961832836448
TSG	0	0.49755308038893553
TSG	0	0.32042843137589866
TSG	0	0.45201031369616995
OG	0	0.09276727709553569
TSG	0	0.012827654187122384
OG	0	0.015145685228588283
OG	0	0.016906350207126435
TSG	0	0.16775006125812014
OG	0	0.032019650571468675
OG	0	0.011744211362207045
TSG	0	0.0391248588514343
TSG	0	0.054020678050640376
TSG	0	0.0015825894185542365
TSG	0	0.16587950251435216
TSG	0	0.1713563002579634
TSG	0	0.1410921753989223
OG	0	0.22181484193875547
TSG	0	0.01187920535434998
OG	0	0.004408938890374178
OG	0	0.094185736106745
TSG	0	0.3341143639298729
OG	0	0.09315242219154152
OG	0	0.04838615381966409
TSG	0	0.12142555592290749
TSG	0	0.20814093368035025
TSG	0	0.20604917887910798
TSG	0	0.10582381011134907
OG	0	0.27216557278908016
TSG	0	0.009955622492431924
OG	0	0.012435640713311196
OG	0	0.12376346902290189
TSG	0	0.6348617679302131
OG	0	0.086039627873389
OG	0	0.03387643148125284
OG	0	0.15132897225352324
TSG	0	0.1501245889604887
TSG	0	0.15213698504046302
TSG	0	0.005528356885558296
TSG	0	0.28426841084466653
TSG	0	0.19228263248701447
TSG	0	0.2519347453966769
OG	0	0.27396056149464143
TSG	0	0.004297688418878603
OG	0	0.015542967188148384
OG	0	0.0603960967973599
OG	0	0.1699818921323905
OG	0	0.03129197916198512
TSG	0	0.1588181860462998
TSG	0	0.1565652249685277
TSG	0	0.2806963382674481
TSG	0	0.1814481132508988
OG	0	0.08421522491938144
TSG	0	0.0661786500968174
OG	0	0.036675616468168824
OG	0	0.07173688580005867
TSG	0	0.13235722566639843
OG	0	0.1649368341128653
OG	0	0.07278541744949067
OG	0	0.26862919672600644
TSG	0	0.2342868633457278
TSG	0	0.5603748172584776
TSG	0	0.5403070689245095
TSG	0	0.20910958531359125
TSG	0	0.40664685939524836
OG	0	0.10684240357074035
TSG	0	0.012699977809853045
OG	0	0.01707363595405427
OG	0	0.011726442807996456
TSG	0	0.15403638513009063
OG	0	0.06558628777137049
OG	0	0.013076479646770058
TSG	0	0.04499921343739267
TSG	0	0.07886275748653115
TSG	0	0.24111719167693055
TSG	0	0.07137056682520025
OG	0	0.10570893170704983
TSG	0	0.006193190322464443
OG	0	0.011958652815014384
OG	0	0.034982436378966246
OG	0	0.007476299866662472
OG	0	0.0302721086419702
TSG	0	0.041110911329727676
TSG	0	0.06683287685490882
TSG	0	0.12756546859254433
TSG	0	0.11304581247950926
OG	0	0.29587520612108315
TSG	0	0.005816873463505954
OG	0	0.01838850124713555
OG	0	0.2492698543867175
TSG	0	0.06274521168009227
OG	0	0.05866361988115472
OG	0	0.1807674646630154
TSG	0	0.3101626936118408
TSG	0	0.11713575430023941
TSG	0	0.07658499299297265
TSG	0	0.4642311029689497
TSG	0	0.4029627817678635
OG	0	0.2922020752644081
TSG	0	0.004466919152975693
OG	0	0.013919396255443407
OG	0	0.08433328341591304
TSG	0	0.14119841285168794
OG	0	0.0717795347521365
OG	0	0.018615402262459144
TSG	0	0.13569615266716675
TSG	0	0.15191787016702274
OG	0	0.09270846243374559
OG	0	0.006651318153655911
OG	0	0.06725023919914182
TSG	0	0.06235664615979336
OG	0	0.07217501878525119
TSG	0	0.01731802436990014
TSG	0	0.09446815569167631
TSG	0	0.06399456466666292
TSG	0	0.08865753365103096
TSG	0	0.08598434057830187
OG	0	0.042645232300214636
TSG	0	0.004495108120782494
OG	0	0.004122249688460766
OG	0	0.01568893002352605
TSG	0	0.23049803704748723
OG	0	0.14978598720650124
OG	0	0.03606225060624899
OG	0	0.13991884363713813
TSG	0	0.13665091757949765
TSG	0	0.35222433691227617
TSG	0	0.30654912762341224
TSG	0	0.2688067263302523
OG	0	0.10696796162179022
TSG	0	0.00582692544464507
OG	0	0.026544657353225632
OG	0	0.04935510165224841
TSG	0	0.39072183279119466
OG	0	0.12591453071299347
OG	0	0.016587529008674926
OG	0	0.11125575196016757
TSG	0	0.06564018389622452
TSG	0	0.1686115140590723
TSG	0	0.3209275379830003
TSG	0	0.11031543220978181
OG	0	0.12685782663484604
TSG	0	0.12256776290333103
OG	0	0.01614015206422928
OG	0	0.11238802673245862
TSG	0	0.19054170455009015
OG	0	0.11614509670490569
OG	0	0.016608654783013065
TSG	0	0.03645643134578856
TSG	0	0.08890496942721826
TSG	0	0.12662827354516182
TSG	0	0.01004233552662399
OG	0	0.017786212911685077
OG	0	0.23433321462175363
TSG	0	0.06240474525554747
TSG	0	0.09789847875769252
TSG	0	0.1970990431699206
TSG	0	0.00015992863918043315
TSG	0	0.2753426679090722
TSG	0	0.17938205285207606
TSG	0	0.1500984030183014
TSG	0	0.15255645532181047
OG	0	0.05765537051313355
OG	0	0.010589579882975344
OG	0	0.04789974738673033
TSG	0	0.04221734215777347
TSG	0	0.022988382192062756
TSG	0	0.046669943031915344
TSG	0	0.15391512082901845
OG	0	0.07466939126472902
TSG	0	0.005607240268122839
OG	0	0.02082571372171973
OG	0	0.0625396809661925
OG	0	0.1030443571320497
OG	0	0.015165689308221687
OG	0	0.048270600861156816
TSG	0	0.035137218790811775
TSG	0	0.0783743561539347
TSG	0	0.28870156610590775
TSG	0	0.09407744245365686
OG	0	0.1301251552697733
TSG	0	0.3315515915633656
OG	0	0.026692377101660267
OG	0	0.06182381251953478
OG	0	0.07039291702238741
OG	0	0.01004499824835743
TSG	0	0.046224118563538336
TSG	0	0.24127833779425828
TSG	0	0.25133659140786824
OG	0	0.24912348378707344
TSG	0	0.13644634519386933
OG	0	0.007805679703263089
OG	0	0.030408537032700838
TSG	0	0.5294476186044402
TSG	0	0.046409472893230976
TSG	0	0.06945817230959855
TSG	0	0.20946884845143807
TSG	0	0.00433669469751615
TSG	0	0.08967895829047674
OG	0	0.18931700530189546
OG	0	0.07618536054527843
OG	0	0.25871528105420566
TSG	0	0.20411764180720382
TSG	0	0.38088027319656376
TSG	0	0.41356361164915156
TSG	0	0.24285013039636383
TSG	0	0.29324843818093344
OG	0	0.08693738335298795
TSG	0	0.012849395274342298
OG	0	0.01986928244467337
OG	0	0.007525926893829041
TSG	0	0.2952005872547188
OG	0	0.09950877243626323
OG	0	0.1432678277706661
TSG	0	0.1441324189048183
TSG	0	0.3448258902749635
TSG	0	0.33848646768545165
OG	0	0.11372374011445809
TSG	0	0.02007218100495332
OG	0	0.025656605152473675
TSG	0	0.09526307576650891
OG	0	0.07286373106806138
OG	0	0.03792035454945532
OG	0	0.1904254070469615
TSG	0	0.21083343062753118
TSG	0	0.09362087733427471
TSG	0	0.09012807381903594
TSG	0	0.16272090695791128
OG	0	0.14595315383452157
TSG	0	0.00814929280870091
OG	0	0.02333067515031538
OG	0	0.05192336411347912
TSG	0	0.12587320318401105
OG	0	0.05672711904020745
OG	0	0.014670698701144468
OG	0	0.09247276520175612
TSG	0	0.047261066645518685
TSG	0	0.0597323778874731
TSG	0	0.16831301309791163
TSG	0	0.20621879793081782
OG	0	0.3264197732479437
TSG	0	0.002695970396715336
OG	0	0.00558529929353086
OG	0	0.0690667758823108
OG	0	0.04723543154345291
OG	0	0.022355347107689817
TSG	0	0.04836413766736488
TSG	0	0.07305443645896878
TSG	0	0.18008596742515504
TSG	0	0.17320274783256517
TSG	0	0.0709179376890387
OG	0	0.12402557481607905
TSG	0	0.165381774868126
OG	0	0.006178993157237856
OG	0	0.1312437449537159
TSG	0	0.07725987785663455
OG	0	0.12039492368211634
OG	0	0.02697027488321411
OG	0	0.11564676879920421
TSG	0	0.09673580602590164
TSG	0	0.11042640172536042
TSG	0	0.19018778963641222
TSG	0	0.43324896455527
OG	0	0.0756568531209452
TSG	0	0.038823963347647976
OG	0	0.005195708805557827
OG	0	0.0747360182040013
OG	0	0.015432156854603514
TSG	0	0.09495478906084336
TSG	0	0.1158632943434284
TSG	0	0.19773231200553162
TSG	0	0.15811607851660922
OG	0	0.20342987037354066
TSG	0	0.0023429684556599407
