cancer_gene_type	mutation_count_bin	gene_exp	TMB_group
TSG	5-10	0.0003148358454978109	Low (0-5/Mb)
TSG	20+	0.00010226174665662996	Medium (5-10/Mb)
TSG	0-2	0.3343456288745753	Medium (5-10/Mb)
TSG	0-2	0.6167278631152567	Medium (5-10/Mb)
TSG	5-10	0.01664040520395192	Low (0-5/Mb)
TSG	0-2	0.04513598164259755	Low (0-5/Mb)
TSG	5-10	0.0	Low (0-5/Mb)
TSG	3-5	0.001365808825082164	Low (0-5/Mb)
TSG	0-2	0.18980339964778659	Low (0-5/Mb)
TSG	5-10	0.00024770064859586517	Low (0-5/Mb)
TSG	0-2	0.0	Low (0-5/Mb)
TSG	0-2	0.0569471614539281	Low (0-5/Mb)
TSG	3-5	0.0028352518739645422	Low (0-5/Mb)
TSG	5-10	0.012078428393202069	Low (0-5/Mb)
TSG	0-2	0.09493308120896604	Medium (5-10/Mb)
TSG	20+	0.0	Medium (5-10/Mb)
TSG	0-2	0.1200019779795003	Medium (5-10/Mb)
TSG	3-5	0.0010437145695285136	Low (0-5/Mb)
TSG	0-2	0.0021257513703094436	Low (0-5/Mb)
TSG	3-5	0.0008917569942530868	Low (0-5/Mb)
TSG	10-20	0.0	Low (0-5/Mb)
TSG	0-2	0.0003053951012696995	Low (0-5/Mb)
TSG	0-2	0.0007254253036818171	Low (0-5/Mb)
TSG	0-2	0.15618334400459566	Low (0-5/Mb)
TSG	5-10	0.0008968757739651876	Low (0-5/Mb)
TSG	0-2	0.08567354905691575	Medium (5-10/Mb)
TSG	20+	0.0	Medium (5-10/Mb)
TSG	3-5	0.0035894646640853077	Low (0-5/Mb)
TSG	10-20	0.006782552673121548	Low (0-5/Mb)
TSG	0-2	0.0	Low (0-5/Mb)
TSG	5-10	0.00042292619528600135	Low (0-5/Mb)
TSG	5-10	0.0	Low (0-5/Mb)
TSG	5-10	0.0009040448176542722	Low (0-5/Mb)
TSG	0-2	0.27781834796129223	Low (0-5/Mb)
TSG	0-2	0.13910306186308943	Low (0-5/Mb)
TSG	5-10	0.036452559384445735	Low (0-5/Mb)
TSG	5-10	0.0	Low (0-5/Mb)
TSG	0-2	0.04874857654187762	Low (0-5/Mb)
TSG	3-5	0.0073303404979118735	Low (0-5/Mb)
TSG	0-2	0.058776858406759024	Low (0-5/Mb)
TSG	3-5	0.00029806146580559783	Low (0-5/Mb)
TSG	3-5	0.057958961274617686	Medium (5-10/Mb)
TSG	0-2	0.08231535394900377	Medium (5-10/Mb)
TSG	20+	0.010188031477188178	Medium (5-10/Mb)
TSG	5-10	0.00325300778489243	Low (0-5/Mb)
TSG	0-2	0.09376443548202994	High (>=10/Mb)
TSG	0-2	0.10789330033225893	High (>=10/Mb)
TSG	20+	0.0	High (>=10/Mb)
TSG	5-10	0.0003637515460753651	Low (0-5/Mb)
TSG	0-2	0.2063904343361628	Low (0-5/Mb)
TSG	0-2	0.05309783216918045	Low (0-5/Mb)
TSG	5-10	0.001878347985854899	Low (0-5/Mb)
TSG	0-2	0.05029673342809624	Low (0-5/Mb)
TSG	0-2	0.15113111065150744	Low (0-5/Mb)
TSG	3-5	0.029627093196146866	Low (0-5/Mb)
TSG	5-10	0.004903151849276047	Low (0-5/Mb)
TSG	0-2	0.10422340867349124	Low (0-5/Mb)
TSG	10-20	0.09131919018130198	Low (0-5/Mb)
TSG	0-2	0.3884162486078795	Low (0-5/Mb)
TSG	5-10	0.0	Low (0-5/Mb)
TSG	5-10	0.175711777672679	High (>=10/Mb)
TSG	10-20	0.05564269768757449	High (>=10/Mb)
TSG	20+	0.05234136093141069	High (>=10/Mb)
TSG	3-5	0.010202221287866305	High (>=10/Mb)
TSG	20+	0.1140233022384113	High (>=10/Mb)
TSG	3-5	0.07263192665295023	High (>=10/Mb)
TSG	0-2	0.05455743616359216	Low (0-5/Mb)
TSG	10-20	0.0	Low (0-5/Mb)
TSG	0-2	0.1207525124757358	High (>=10/Mb)
TSG	5-10	0.17998319148432396	High (>=10/Mb)
TSG	0-2	0.11186219714656791	High (>=10/Mb)
TSG	3-5	0.29869957813773235	High (>=10/Mb)
TSG	0-2	0.20102975515474716	High (>=10/Mb)
TSG	0-2	0.02413438948070918	Low (0-5/Mb)
TSG	0-2	0.29592525330207764	Low (0-5/Mb)
TSG	5-10	0.0	Low (0-5/Mb)
TSG	5-10	0.06536101553355708	High (>=10/Mb)
TSG	20+	8.901848772781925e-05	High (>=10/Mb)
TSG	0-2	0.46834726392094606	Low (0-5/Mb)
TSG	3-5	0.0054134364876441314	Low (0-5/Mb)
TSG	0-2	0.09289667306914169	Low (0-5/Mb)
TSG	3-5	0.0	Low (0-5/Mb)
TSG	0-2	0.01809292064147395	Medium (5-10/Mb)
TSG	0-2	0.023383416065663794	Medium (5-10/Mb)
TSG	20+	0.0003319846552874079	Medium (5-10/Mb)
TSG	5-10	0.0006929270613159741	Low (0-5/Mb)
TSG	20+	0.0	Medium (5-10/Mb)
TSG	20+	0.0200749999697126	Medium (5-10/Mb)
TSG	0-2	0.0799765229198564	Medium (5-10/Mb)
TSG	0-2	0.27641669329841395	Low (0-5/Mb)
TSG	0-2	0.00036345965764989933	Low (0-5/Mb)
TSG	0-2	0.0873372737456529	Medium (5-10/Mb)
TSG	20+	0.0	Medium (5-10/Mb)
TSG	0-2	0.11164951280020724	Medium (5-10/Mb)
TSG	0-2	0.10280946565802344	High (>=10/Mb)
TSG	0-2	0.16866386168741093	High (>=10/Mb)
TSG	3-5	0.1890083396858439	High (>=10/Mb)
TSG	20+	0.025659496164882528	High (>=10/Mb)
TSG	3-5	0.18837096769992756	High (>=10/Mb)
TSG	0-2	0.0004315471297872658	Low (0-5/Mb)
TSG	0-2	0.14756595249880997	Low (0-5/Mb)
TSG	0-2	0.11382393511547322	Low (0-5/Mb)
TSG	5-10	0.006616553484875124	Low (0-5/Mb)
TSG	0-2	0.15503914468819457	Low (0-5/Mb)
TSG	5-10	0.003415575932781897	Low (0-5/Mb)
TSG	0-2	0.13521991172194353	High (>=10/Mb)
TSG	20+	0.0007220577502133485	High (>=10/Mb)
TSG	0-2	0.14797274086003315	Medium (5-10/Mb)
TSG	20+	0.0	Medium (5-10/Mb)
TSG	0-2	0.0027913127438154296	Low (0-5/Mb)
TSG	0-2	0.13608532265410772	Low (0-5/Mb)
TSG	0-2	0.11809125115243813	Low (0-5/Mb)
TSG	0-2	0.18987478653824547	High (>=10/Mb)
TSG	5-10	0.09960160443692288	High (>=10/Mb)
TSG	20+	0.0019876523513225213	High (>=10/Mb)
TSG	0-2	0.3466829727769826	High (>=10/Mb)
TSG	0-2	0.1617275856946402	Low (0-5/Mb)
TSG	3-5	0.00039228982637960324	Low (0-5/Mb)
TSG	0-2	0.0006362402201948089	Low (0-5/Mb)
TSG	0-2	0.09761973575405411	Low (0-5/Mb)
TSG	0-2	0.3075857194285638	High (>=10/Mb)
TSG	20+	0.19099931453714994	High (>=10/Mb)
TSG	0-2	0.2656868231550713	Medium (5-10/Mb)
TSG	0-2	0.22101155330587588	Medium (5-10/Mb)
TSG	10-20	0.0001389329924492467	Medium (5-10/Mb)
TSG	0-2	0.1916394256495945	Medium (5-10/Mb)
TSG	0-2	0.09298339082886636	Low (0-5/Mb)
TSG	0-2	0.07226531199700506	Low (0-5/Mb)
TSG	5-10	0.00035856499856093177	Low (0-5/Mb)
TSG	0-2	0.06998889884418577	Low (0-5/Mb)
TSG	0-2	0.2580101416535099	Low (0-5/Mb)
TSG	3-5	0.0018789327572170064	Low (0-5/Mb)
TSG	3-5	0.0004141525891059584	Low (0-5/Mb)
TSG	5-10	0.0017054453568353415	Low (0-5/Mb)
TSG	0-2	0.1805880115761906	Low (0-5/Mb)
TSG	3-5	0.0	Low (0-5/Mb)
TSG	0-2	0.16289009378626715	Low (0-5/Mb)
TSG	0-2	0.08340985551968895	Low (0-5/Mb)
TSG	5-10	0.000364033312792066	Low (0-5/Mb)
TSG	0-2	0.410133144961177	Low (0-5/Mb)
TSG	0-2	0.028965342540224148	Medium (5-10/Mb)
TSG	0-2	0.06108318080192218	Medium (5-10/Mb)
TSG	0-2	0.1472383652423018	Medium (5-10/Mb)
TSG	0-2	0.08400996542048035	Medium (5-10/Mb)
TSG	0-2	0.07930470970120815	Medium (5-10/Mb)
TSG	0-2	0.3678047452489051	Medium (5-10/Mb)
TSG	0-2	0.24850927282068933	Low (0-5/Mb)
TSG	0-2	0.48490358047171106	Low (0-5/Mb)
TSG	0-2	0.13904485060167585	Low (0-5/Mb)
TSG	0-2	0.15168598590938992	Low (0-5/Mb)
TSG	0-2	0.14233920952709214	Low (0-5/Mb)
TSG	0-2	0.2944279941170634	Low (0-5/Mb)
TSG	0-2	0.0025441367969727684	Low (0-5/Mb)
TSG	0-2	0.11098003115647684	Low (0-5/Mb)
TSG	0-2	0.01246083149456875	Low (0-5/Mb)
TSG	0-2	0.05980691164792107	Low (0-5/Mb)
TSG	0-2	0.03799319173884607	Low (0-5/Mb)
TSG	0-2	0.12218282800505763	Low (0-5/Mb)
TSG	0-2	0.019156434750220074	Low (0-5/Mb)
TSG	0-2	0.008060602853428616	Low (0-5/Mb)
TSG	0-2	0.1892012947954648	Low (0-5/Mb)
TSG	0-2	0.027770528819724728	Low (0-5/Mb)
TSG	0-2	0.0	Low (0-5/Mb)
TSG	0-2	0.06469098038024386	Low (0-5/Mb)
TSG	0-2	0.20639386388002348	Low (0-5/Mb)
TSG	0-2	0.05556825501698642	Low (0-5/Mb)
TSG	0-2	0.010560176275127842	Low (0-5/Mb)
TSG	0-2	0.05985137100896952	High (>=10/Mb)
TSG	0-2	0.10229604428098511	High (>=10/Mb)
TSG	0-2	0.1388898076155938	Low (0-5/Mb)
TSG	0-2	0.21782307909819248	Low (0-5/Mb)
TSG	0-2	0.3524880249220735	Low (0-5/Mb)
TSG	0-2	0.42881731558836095	Low (0-5/Mb)
TSG	0-2	0.2993270179138842	Low (0-5/Mb)
TSG	0-2	0.06576486479251595	Low (0-5/Mb)
TSG	0-2	0.13677328626713578	Low (0-5/Mb)
TSG	0-2	0.12413567504227299	Low (0-5/Mb)
TSG	0-2	0.12346917644134421	Low (0-5/Mb)
TSG	0-2	0.12686479260465564	Low (0-5/Mb)
TSG	0-2	0.2986387461989149	Low (0-5/Mb)
TSG	0-2	0.1666051058601328	Low (0-5/Mb)
TSG	0-2	0.014453509449846271	Low (0-5/Mb)
TSG	0-2	0.16397616468077011	Low (0-5/Mb)
TSG	0-2	0.04876865412212393	Low (0-5/Mb)
TSG	0-2	0.09173407590434826	Low (0-5/Mb)
TSG	0-2	0.1806165798906775	Low (0-5/Mb)
TSG	0-2	0.007163097203977346	Low (0-5/Mb)
TSG	0-2	0.06304224725360671	Low (0-5/Mb)
TSG	0-2	0.05105363351533663	Low (0-5/Mb)
TSG	0-2	0.105774069230962	Low (0-5/Mb)
TSG	0-2	0.16914044193614508	Low (0-5/Mb)
TSG	0-2	0.08192653101911392	Low (0-5/Mb)
TSG	0-2	0.08411071851083589	Low (0-5/Mb)
TSG	0-2	0.053661597366109426	Medium (5-10/Mb)
TSG	0-2	0.1538634322245202	Medium (5-10/Mb)
TSG	0-2	0.2464434037465698	Medium (5-10/Mb)
TSG	0-2	0.004240785445749647	Medium (5-10/Mb)
TSG	0-2	0.1472354846344403	Low (0-5/Mb)
TSG	0-2	0.08769673653029952	Low (0-5/Mb)
TSG	0-2	0.05390633606519637	Low (0-5/Mb)
TSG	0-2	0.12438423017490266	Low (0-5/Mb)
TSG	0-2	0.22835897329420207	Low (0-5/Mb)
TSG	0-2	0.005375691643469458	Low (0-5/Mb)
TSG	0-2	0.0404985049537402	High (>=10/Mb)
TSG	0-2	0.06423690116672605	High (>=10/Mb)
TSG	0-2	0.21777481324922682	High (>=10/Mb)
TSG	0-2	0.1916664683900358	High (>=10/Mb)
TSG	0-2	0.016987128804092897	High (>=10/Mb)
TSG	0-2	0.3689713109962742	Low (0-5/Mb)
TSG	0-2	0.11499454716177074	Low (0-5/Mb)
TSG	0-2	0.12507250058681993	Low (0-5/Mb)
TSG	0-2	0.265068493020875	Low (0-5/Mb)
TSG	0-2	0.0677552737540372	Low (0-5/Mb)
TSG	0-2	0.19661105590600594	Low (0-5/Mb)
TSG	0-2	0.0019930163806315686	Low (0-5/Mb)
TSG	0-2	0.02419706371380889	Low (0-5/Mb)
TSG	0-2	0.01926807913438647	Low (0-5/Mb)
TSG	0-2	0.07366253860050515	Low (0-5/Mb)
TSG	0-2	0.156745860352927	Low (0-5/Mb)
TSG	0-2	0.04222336919550431	Low (0-5/Mb)
TSG	0-2	0.2115806689337105	Low (0-5/Mb)
TSG	0-2	0.08372137091903105	Low (0-5/Mb)
TSG	0-2	0.07386727287345966	Low (0-5/Mb)
TSG	0-2	0.4149222779612707	Low (0-5/Mb)
TSG	0-2	0.1326289638767533	Low (0-5/Mb)
TSG	0-2	0.20273886175004796	Low (0-5/Mb)
TSG	0-2	0.17718413535259087	Low (0-5/Mb)
TSG	0-2	0.43441166501338413	Medium (5-10/Mb)
TSG	0-2	0.23296375751149223	Medium (5-10/Mb)
TSG	0-2	0.37968270317834263	Medium (5-10/Mb)
TSG	0-2	0.01097767457952699	Medium (5-10/Mb)
TSG	0-2	0.660574636616284	Low (0-5/Mb)
TSG	0-2	0.1255983556318967	Low (0-5/Mb)
TSG	0-2	0.14976413206925182	Low (0-5/Mb)
TSG	0-2	0.32591684159624484	Low (0-5/Mb)
TSG	0-2	0.1469582698118107	Low (0-5/Mb)
TSG	0-2	0.24627194982801354	Low (0-5/Mb)
TSG	0-2	0.32461783465585164	Low (0-5/Mb)
TSG	0-2	0.04948172045737975	Low (0-5/Mb)
TSG	0-2	0.22451537351520365	Low (0-5/Mb)
TSG	0-2	0.10484274970698675	Low (0-5/Mb)
TSG	0-2	0.1600298709338206	Low (0-5/Mb)
TSG	0-2	0.16604490108212916	Low (0-5/Mb)
TSG	0-2	0.25782501235838673	Low (0-5/Mb)
TSG	0-2	0.016859607033897092	Low (0-5/Mb)
TSG	0-2	0.042010984495682434	Low (0-5/Mb)
TSG	0-2	0.0695219727384452	Low (0-5/Mb)
TSG	0-2	0.08763769423433947	Low (0-5/Mb)
TSG	0-2	0.027057026551267006	Low (0-5/Mb)
TSG	0-2	0.02361317747498207	Low (0-5/Mb)
TSG	0-2	0.3047968167322762	Low (0-5/Mb)
TSG	0-2	0.1718585654574237	Low (0-5/Mb)
TSG	0-2	0.2362366512442829	Low (0-5/Mb)
TSG	0-2	0.49897661304880087	Low (0-5/Mb)
TSG	0-2	0.3484930126411353	Low (0-5/Mb)
TSG	0-2	0.366415263964662	Low (0-5/Mb)
TSG	0-2	0.011256389714630983	Low (0-5/Mb)
TSG	0-2	0.030434971237436673	Medium (5-10/Mb)
TSG	0-2	0.09497144946839993	Medium (5-10/Mb)
TSG	0-2	0.06136764935132775	Medium (5-10/Mb)
TSG	0-2	0.0024640491405467833	Medium (5-10/Mb)
TSG	0-2	0.0886241628511605	Low (0-5/Mb)
TSG	0-2	0.04818382901118118	Low (0-5/Mb)
TSG	0-2	0.06375150101399207	Low (0-5/Mb)
TSG	0-2	0.14069027911829254	Low (0-5/Mb)
TSG	0-2	0.08643849381137167	Low (0-5/Mb)
TSG	0-2	0.0010188583696172523	Low (0-5/Mb)
TSG	0-2	0.04264993390236182	Low (0-5/Mb)
TSG	0-2	0.027416458268331854	Low (0-5/Mb)
TSG	0-2	0.1025535697984672	Low (0-5/Mb)
TSG	0-2	0.20601661839821725	Low (0-5/Mb)
TSG	0-2	0.017631979272793533	Low (0-5/Mb)
TSG	0-2	0.0013496979548925064	Low (0-5/Mb)
TSG	0-2	0.1207670895103589	Medium (5-10/Mb)
TSG	0-2	0.03052928077251559	Medium (5-10/Mb)
TSG	0-2	0.08569053115344989	Medium (5-10/Mb)
TSG	0-2	0.10479102032772906	Medium (5-10/Mb)
TSG	0-2	0.0962067033103952	Medium (5-10/Mb)
TSG	0-2	0.00847164808080926	Medium (5-10/Mb)
TSG	0-2	0.2939053944604225	Low (0-5/Mb)
TSG	0-2	0.09240879268444012	Low (0-5/Mb)
TSG	0-2	0.2700268323957609	Low (0-5/Mb)
TSG	0-2	0.23854347732359468	Low (0-5/Mb)
TSG	0-2	0.13918444612515646	Low (0-5/Mb)
TSG	0-2	0.1497740853348638	Low (0-5/Mb)
TSG	0-2	0.18635235824365273	Low (0-5/Mb)
TSG	0-2	0.17348322414003053	Medium (5-10/Mb)
TSG	0-2	0.08913031919508992	Medium (5-10/Mb)
TSG	0-2	0.075138166782903	Medium (5-10/Mb)
TSG	0-2	0.22539286890409846	Medium (5-10/Mb)
TSG	0-2	0.12388421937951122	Medium (5-10/Mb)
TSG	0-2	0.09507910010758075	Medium (5-10/Mb)
TSG	0-2	0.06565228569934432	Medium (5-10/Mb)
TSG	0-2	0.1058296159568586	Low (0-5/Mb)
TSG	0-2	0.10489437273370478	Low (0-5/Mb)
TSG	0-2	0.3967268835955562	Low (0-5/Mb)
TSG	0-2	0.0006175968337946804	Low (0-5/Mb)
TSG	0-2	0.2500489568514789	Low (0-5/Mb)
TSG	0-2	0.025477239042771025	Low (0-5/Mb)
TSG	0-2	0.09515164180268894	Low (0-5/Mb)
TSG	0-2	0.1797336142030474	Low (0-5/Mb)
TSG	0-2	0.021444515700967903	Low (0-5/Mb)
TSG	0-2	0.33616440628402844	Low (0-5/Mb)
TSG	0-2	0.07411415193668285	High (>=10/Mb)
TSG	0-2	0.041394715458677206	High (>=10/Mb)
TSG	0-2	0.15889075424813368	Low (0-5/Mb)
TSG	0-2	0.1666014793666862	Low (0-5/Mb)
TSG	0-2	0.383368013888791	Low (0-5/Mb)
TSG	0-2	0.39804732520105673	Low (0-5/Mb)
TSG	0-2	0.26677144149818094	Low (0-5/Mb)
TSG	0-2	0.32674374269522677	Low (0-5/Mb)
TSG	0-2	0.010709553032476372	Low (0-5/Mb)
TSG	0-2	0.27815465550108454	High (>=10/Mb)
TSG	0-2	0.2853833034933392	High (>=10/Mb)
TSG	0-2	0.11877680402750741	High (>=10/Mb)
TSG	0-2	0.00018904832371245328	High (>=10/Mb)
TSG	0-2	0.07181602466549926	Low (0-5/Mb)
TSG	0-2	0.13717376380317262	Low (0-5/Mb)
TSG	0-2	0.009254202218109237	Low (0-5/Mb)
TSG	0-2	0.024635659950018828	Low (0-5/Mb)
TSG	0-2	0.3053244343499835	Low (0-5/Mb)
TSG	0-2	0.010406719218986234	Low (0-5/Mb)
TSG	0-2	0.29724866867961597	Low (0-5/Mb)
TSG	0-2	0.1264617381106965	Low (0-5/Mb)
TSG	0-2	0.12862601112391858	Low (0-5/Mb)
TSG	0-2	0.500916855169932	Low (0-5/Mb)
TSG	0-2	0.5575787369881716	Low (0-5/Mb)
TSG	0-2	0.014779846153773398	Low (0-5/Mb)
TSG	0-2	0.041283133695514576	Low (0-5/Mb)
TSG	0-2	0.10648135380483387	Low (0-5/Mb)
TSG	0-2	0.3252870658562707	Low (0-5/Mb)
TSG	0-2	0.08868755264654836	Low (0-5/Mb)
TSG	0-2	0.14023880921887638	Low (0-5/Mb)
TSG	0-2	0.6478685781633329	Low (0-5/Mb)
TSG	0-2	0.05101576941958253	Low (0-5/Mb)
TSG	0-2	0.12234810134927014	Low (0-5/Mb)
TSG	0-2	0.15440286927452002	Low (0-5/Mb)
TSG	0-2	0.08100562687887677	Low (0-5/Mb)
TSG	0-2	0.11676981915778889	Low (0-5/Mb)
TSG	0-2	0.0006773485663903917	Low (0-5/Mb)
TSG	0-2	0.10233927681211816	Low (0-5/Mb)
TSG	0-2	0.4429064914179464	Low (0-5/Mb)
TSG	0-2	0.12916872728632106	Low (0-5/Mb)
TSG	0-2	0.11796912526342693	Low (0-5/Mb)
TSG	0-2	0.5773738088543913	Low (0-5/Mb)
TSG	0-2	0.3872558363454642	Low (0-5/Mb)
TSG	0-2	0.15553877849752976	Low (0-5/Mb)
TSG	0-2	0.03628197197077135	Low (0-5/Mb)
TSG	0-2	0.008554427095736087	Low (0-5/Mb)
TSG	0-2	0.02707789192416061	Low (0-5/Mb)
TSG	0-2	0.04070999467237974	Low (0-5/Mb)
TSG	0-2	0.13036324212567324	Low (0-5/Mb)
TSG	0-2	0.0357960257016895	Low (0-5/Mb)
TSG	0-2	0.05722741852865469	Low (0-5/Mb)
TSG	0-2	0.17242752916538753	Low (0-5/Mb)
TSG	0-2	0.15443478469871671	Low (0-5/Mb)
TSG	0-2	0.10440461434696378	Low (0-5/Mb)
TSG	0-2	0.0019054232308580589	Low (0-5/Mb)
TSG	0-2	0.09732907168515768	High (>=10/Mb)
TSG	0-2	0.0017262374195997304	High (>=10/Mb)
TSG	0-2	0.12085947093020992	Low (0-5/Mb)
TSG	0-2	0.20812182159270598	Low (0-5/Mb)
TSG	0-2	0.5239635195346293	Low (0-5/Mb)
TSG	0-2	0.4826301492953163	Low (0-5/Mb)
TSG	0-2	0.2144281756510722	Low (0-5/Mb)
TSG	0-2	0.3682493790327354	Low (0-5/Mb)
TSG	0-2	0.009953399671136214	Low (0-5/Mb)
TSG	0-2	0.1428322718079197	Low (0-5/Mb)
TSG	0-2	0.20670117710314947	Low (0-5/Mb)
TSG	0-2	0.1259297342328192	Low (0-5/Mb)
TSG	0-2	0.14972012762180553	Low (0-5/Mb)
TSG	0-2	0.2714158900590103	Low (0-5/Mb)
TSG	0-2	0.1832303340962121	Low (0-5/Mb)
TSG	0-2	0.005374789842419231	Low (0-5/Mb)
TSG	0-2	0.12150445690913586	Low (0-5/Mb)
TSG	0-2	0.14431373579880918	Low (0-5/Mb)
TSG	0-2	0.3098223552508368	Low (0-5/Mb)
TSG	0-2	0.30121192750324294	Low (0-5/Mb)
TSG	0-2	0.2750637165661703	Low (0-5/Mb)
TSG	0-2	0.03015506168612473	Low (0-5/Mb)
TSG	0-2	0.1710835945590517	Low (0-5/Mb)
TSG	0-2	0.046686425585658664	Low (0-5/Mb)
TSG	0-2	0.09067222037409872	Low (0-5/Mb)
TSG	0-2	0.14876168691547098	Low (0-5/Mb)
TSG	0-2	0.18170992741206002	Low (0-5/Mb)
TSG	0-2	0.05527166318866042	Low (0-5/Mb)
TSG	0-2	0.2861507923633077	Low (0-5/Mb)
TSG	0-2	0.23625658761348323	Low (0-5/Mb)
TSG	0-2	0.11717780168959031	Low (0-5/Mb)
TSG	0-2	0.05034931022593492	Low (0-5/Mb)
TSG	0-2	0.2180910158815545	Low (0-5/Mb)
TSG	0-2	0.0775874340579161	Low (0-5/Mb)
TSG	0-2	0.035157080324324484	Low (0-5/Mb)
TSG	0-2	0.23962329003849794	Low (0-5/Mb)
TSG	0-2	0.11928990304000316	Low (0-5/Mb)
TSG	0-2	0.17176732445907855	Low (0-5/Mb)
TSG	0-2	0.32176534961032727	Low (0-5/Mb)
TSG	0-2	0.2231251016881984	Low (0-5/Mb)
TSG	0-2	0.010771166947557538	Low (0-5/Mb)
TSG	0-2	0.12946094698258823	Low (0-5/Mb)
TSG	0-2	0.10150983977170264	Low (0-5/Mb)
TSG	0-2	0.28223938286784284	Low (0-5/Mb)
TSG	0-2	0.0544498777510001	Low (0-5/Mb)
TSG	0-2	0.003421161580898036	Low (0-5/Mb)
TSG	0-2	0.332332581964436	Low (0-5/Mb)
TSG	0-2	0.05118191948561831	Low (0-5/Mb)
TSG	0-2	0.04240885225743766	Low (0-5/Mb)
TSG	0-2	0.18540757430529226	Low (0-5/Mb)
TSG	0-2	0.2931609768265269	Low (0-5/Mb)
TSG	0-2	0.07433424261456299	Low (0-5/Mb)
TSG	0-2	0.6491151473221557	Low (0-5/Mb)
TSG	0-2	0.18175180930996568	Low (0-5/Mb)
TSG	0-2	0.09170286998614767	Low (0-5/Mb)
TSG	0-2	0.14557169681267257	Low (0-5/Mb)
TSG	0-2	0.16284686409851407	Low (0-5/Mb)
TSG	0-2	0.29688338130205166	Low (0-5/Mb)
TSG	0-2	0.1414855701802354	Low (0-5/Mb)
TSG	0-2	0.0353568822247122	Low (0-5/Mb)
TSG	0-2	0.08562443455315744	Medium (5-10/Mb)
TSG	0-2	0.04906497953711027	Medium (5-10/Mb)
TSG	0-2	0.061862429244654134	Medium (5-10/Mb)
TSG	0-2	0.11400282777624456	Medium (5-10/Mb)
TSG	0-2	0.01771331908490938	Medium (5-10/Mb)
TSG	0-2	0.0026763499057096854	Medium (5-10/Mb)
TSG	0-2	0.09203744916469819	Low (0-5/Mb)
TSG	0-2	0.10031787472352986	Low (0-5/Mb)
TSG	0-2	0.1878374677040167	Low (0-5/Mb)
TSG	0-2	0.0014872799754641613	Low (0-5/Mb)
TSG	0-2	0.1992740234235641	Low (0-5/Mb)
TSG	0-2	0.1824762074229492	Low (0-5/Mb)
TSG	0-2	0.4079856761151504	Low (0-5/Mb)
TSG	0-2	0.3910634641936773	Low (0-5/Mb)
TSG	0-2	0.1721429641071634	Low (0-5/Mb)
TSG	0-2	0.3259085870982162	Low (0-5/Mb)
TSG	0-2	0.025092771915127713	Low (0-5/Mb)
TSG	0-2	0.06169119967235373	Low (0-5/Mb)
TSG	0-2	0.024253339161502935	Low (0-5/Mb)
TSG	0-2	0.21688325058523497	Low (0-5/Mb)
TSG	0-2	0.11048078134602374	Low (0-5/Mb)
TSG	0-2	0.07558733157025464	Low (0-5/Mb)
TSG	0-2	0.20889363312003295	Low (0-5/Mb)
TSG	0-2	0.0038240345981271347	Low (0-5/Mb)
TSG	0-2	0.0688143104654742	High (>=10/Mb)
TSG	0-2	0.09008772833888253	High (>=10/Mb)
TSG	0-2	0.00018076940550720993	High (>=10/Mb)
TSG	0-2	0.07883576799159456	High (>=10/Mb)
TSG	0-2	0.35033424121246604	Medium (5-10/Mb)
TSG	0-2	0.24743880184329847	Medium (5-10/Mb)
TSG	0-2	0.03623584835531829	Medium (5-10/Mb)
TSG	0-2	0.08254219959784004	High (>=10/Mb)
TSG	0-2	0.06136679074339429	High (>=10/Mb)
TSG	0-2	0.10675818253113487	High (>=10/Mb)
TSG	0-2	0.10810385360797939	High (>=10/Mb)
TSG	0-2	0.26759822727092664	High (>=10/Mb)
TSG	0-2	0.08540161531199074	Low (0-5/Mb)
TSG	0-2	0.16130925282045452	Low (0-5/Mb)
TSG	0-2	0.7651763867303866	Low (0-5/Mb)
TSG	0-2	0.440940859234123	Low (0-5/Mb)
TSG	0-2	0.216906926392921	Low (0-5/Mb)
TSG	0-2	0.025580736297047255	Low (0-5/Mb)
TSG	0-2	0.09142783914946616	Low (0-5/Mb)
TSG	0-2	0.12244063124945985	Low (0-5/Mb)
TSG	0-2	0.10574647277283167	Low (0-5/Mb)
TSG	0-2	0.01466014280347105	Low (0-5/Mb)
TSG	0-2	0.1602477639092727	Low (0-5/Mb)
TSG	0-2	0.13823407039065727	Low (0-5/Mb)
TSG	0-2	0.0006188786500797323	Low (0-5/Mb)
TSG	0-2	0.07865244642285346	High (>=10/Mb)
TSG	0-2	0.0664521082697638	High (>=10/Mb)
TSG	0-2	0.02821582500699151	High (>=10/Mb)
TSG	0-2	0.057212056775868846	High (>=10/Mb)
TSG	0-2	0.058640861503665445	Low (0-5/Mb)
TSG	0-2	0.13130906644745588	Low (0-5/Mb)
TSG	0-2	0.13361320206619576	Low (0-5/Mb)
TSG	0-2	0.15491793885636124	Low (0-5/Mb)
TSG	0-2	0.18487048290601982	Low (0-5/Mb)
TSG	0-2	0.03720697038783408	Low (0-5/Mb)
TSG	0-2	0.12066976822692635	Low (0-5/Mb)
TSG	0-2	0.014465387536927365	Low (0-5/Mb)
TSG	0-2	0.03800909632269204	Low (0-5/Mb)
TSG	0-2	0.05066678646804598	Low (0-5/Mb)
TSG	0-2	0.10516685472411663	Low (0-5/Mb)
TSG	0-2	0.03715668196540982	Low (0-5/Mb)
