cancer_gene_type	mutation_count_bin	gene_exp	gene_size_group
TSG	0-2	0.08055505144052243	Q2
TSG	0-2	0.028259163856944675	Q1
TSG	5-10	0.002562333818025789	Q3
TSG	0-2	0.02859912095151428	Q1
TSG	10+	0.0029464583483302625	Q3
TSG	0-2	0.17700488343642062	Q1
TSG	0-2	0.24187651543592803	Q3
TSG	0-2	0.15052584571643846	Q1
TSG	10+	0.018123830990950943	Q3
TSG	0-2	0.14629282407705776	Q1
TSG	0-2	0.07199039436152346	Q2
TSG	10+	0.02772464218793998	Q3
TSG	0-2	0.1079476590158564	Q1
TSG	0-2	0.23538170228758343	Q1
TSG	2-5	0.0012702132466629373	Q3
TSG	0-2	0.13027018167981985	Q2
TSG	5-10	0.00025079114522814645	Q3
TSG	0-2	0.019745152553971315	Q3
TSG	0-2	0.1396537492662414	Q1
TSG	2-5	0.08440233910317538	Q2
TSG	10+	0.0068920967946843464	Q3
TSG	0-2	0.1885288301532345	Q1
TSG	2-5	0.00025332322449156657	Q3
TSG	0-2	0.13048841694539673	Q2
TSG	10+	0.00026798814874452634	Q3
TSG	0-2	0.0259463821978881	Q1
TSG	10+	0.0	Q3
TSG	0-2	0.6023931003821048	Q3
TSG	0-2	0.1279630662609119	Q1
TSG	0-2	0.13239560055651045	Q2
TSG	10+	0.013453232676058587	Q3
TSG	10+	0.00010969298026352189	Q3
TSG	0-2	0.1072148523488806	Q2
TSG	10+	0.0	Q3
TSG	0-2	0.09521712685032019	Q2
TSG	10+	0.01658021982763717	Q3
TSG	5-10	0.0004377562192826788	Q3
TSG	0-2	0.029156845570817293	Q2
TSG	0-2	0.10418883586244086	Q2
TSG	10+	0.006596244895916394	Q3
TSG	5-10	0.010059280593134828	Q3
TSG	5-10	0.00011412723143621709	Q3
TSG	0-2	0.0	Q3
TSG	0-2	0.1678243545980099	Q1
TSG	0-2	0.08762713347246744	Q2
TSG	10+	0.0	Q3
TSG	0-2	0.045903268436003855	Q2
TSG	0-2	0.12565838559006196	Q2
TSG	10+	0.011422846472650853	Q3
TSG	0-2	0.15522319094799805	Q2
TSG	10+	5.518355301558689e-05	Q3
TSG	0-2	0.1943476483072809	Q1
TSG	5-10	0.07439940946842534	Q3
TSG	0-2	0.06017659795157344	Q1
TSG	0-2	0.14463276830485708	Q2
TSG	10+	0.003218200539644392	Q3
TSG	0-2	0.27496612871830867	Q1
TSG	0-2	0.23507670804092543	Q2
TSG	5-10	0.01257756615811082	Q3
TSG	0-2	0.014686776989312344	Q1
TSG	0-2	0.006945966382593295	Q2
TSG	10+	0.0	Q3
TSG	0-2	0.04677329356690174	Q1
TSG	5-10	0.001591748309988904	Q3
TSG	0-2	0.04572000270817636	Q2
TSG	0-2	0.0769142222676177	Q2
TSG	2-5	0.006276682669517121	Q3
TSG	0-2	0.15788140050935928	Q1
TSG	0-2	0.21295051647405572	Q2
TSG	5-10	0.0011845649688060438	Q3
TSG	2-5	0.0	Q3
TSG	0-2	0.057575962940984146	Q2
TSG	0-2	0.25556084772942433	Q1
TSG	10+	0.00017422979593206478	Q3
TSG	0-2	0.15923967837821504	Q2
TSG	5-10	0.028547440860808793	Q3
TSG	0-2	0.2551745578897615	Q1
TSG	0-2	0.07365521084222394	Q2
TSG	0-2	0.12800691941742895	Q2
TSG	2-5	0.0016637482713340087	Q3
TSG	2-5	0.01905885454497778	Q3
TSG	0-2	0.012206653070374024	Q2
TSG	0-2	0.08518848864011518	Q2
TSG	5-10	0.003278987815941529	Q3
TSG	0-2	0.013668346142936383	Q1
TSG	0-2	0.04778561001554646	Q2
TSG	10+	0.0003309109555185517	Q3
TSG	0-2	0.08218296691916839	Q2
TSG	10+	0.0	Q3
TSG	5-10	0.004859494423091941	Q3
TSG	2-5	0.0003881782451829211	Q3
TSG	0-2	0.26758747183944914	Q2
TSG	5-10	0.0005739868687652861	Q3
TSG	2-5	0.0438239218878111	Q2
TSG	2-5	0.0020548141960437995	Q3
TSG	0-2	0.15719668373345141	Q2
TSG	5-10	0.0	Q3
TSG	0-2	0.09401611612143551	Q2
TSG	0-2	0.07956517335533408	Q2
TSG	2-5	0.00015107271797955196	Q3
TSG	2-5	0.0001420440997050744	Q3
TSG	0-2	0.1266137553257978	Q2
TSG	0-2	0.13593847677810994	Q1
TSG	10+	0.0008143982700017965	Q3
TSG	2-5	0.0033708728642167698	Q3
TSG	0-2	0.026098030582410857	Q1
TSG	2-5	0.12223944575319529	Q2
TSG	10+	0.00015061336354224618	Q3
TSG	10+	0.0	Q3
TSG	0-2	0.3630386696552154	Q1
TSG	0-2	0.011441434323993837	Q1
TSG	0-2	0.6440039335771384	Q2
TSG	2-5	9.011203760078667e-05	Q3
TSG	0-2	0.28990613696672307	Q2
TSG	5-10	0.0004879742057285906	Q3
TSG	0-2	0.06245041811555831	Q2
TSG	0-2	0.03540865773721577	Q1
TSG	2-5	0.001171366816247147	Q3
TSG	10+	0.0	Q3
TSG	0-2	0.003317657822180645	Q3
TSG	2-5	0.0001341482481097657	Q3
TSG	10+	0.0004975079194334735	Q3
TSG	10+	0.0	Q3
TSG	5-10	0.0012826742152542898	Q3
TSG	0-2	0.15316866464494808	Q2
TSG	0-2	0.24891396275814184	Q2
TSG	10+	0.022715248428420296	Q3
TSG	0-2	0.2728818159560023	Q1
TSG	0-2	0.0	Q3
TSG	0-2	0.06357927125748895	Q2
TSG	5-10	0.0009524912331013683	Q3
TSG	5-10	0.0004086997766750629	Q3
TSG	0-2	0.13774862850930958	Q1
TSG	0-2	0.12352937451449933	Q2
TSG	10+	0.0017467475306249642	Q3
TSG	10+	0.0020562926108646158	Q3
TSG	0-2	0.1546033778065909	Q1
TSG	2-5	0.0378144906300242	Q2
TSG	10+	0.0	Q3
TSG	0-2	0.0879735334621687	Q1
TSG	5-10	0.0037110979698766876	Q3
TSG	10+	0.00014655525338002235	Q3
TSG	5-10	0.00025640472325720343	Q3
TSG	5-10	0.0023457813221909023	Q3
TSG	2-5	0.04933672079871365	Q2
TSG	2-5	0.06785237933329301	Q2
TSG	10+	0.0	Q3
TSG	0-2	0.19415668957635546	Q1
TSG	2-5	0.07071297469576389	Q2
TSG	10+	0.01204333042793442	Q3
TSG	0-2	0.07352622671738325	Q1
TSG	0-2	0.04276821928390757	Q2
TSG	2-5	0.00037321598737934407	Q3
TSG	0-2	0.3458810098339057	Q1
TSG	0-2	0.09368696215320305	Q2
TSG	0-2	0.08630679904929801	Q1
TSG	5-10	7.032546082500095e-05	Q3
TSG	0-2	0.1324089800720895	Q1
TSG	2-5	0.07015946489516273	Q1
TSG	5-10	0.003823447101443589	Q3
TSG	0-2	0.07247374194401789	Q1
TSG	0-2	0.0012975935766762323	Q3
TSG	0-2	0.1345572671610876	Q1
TSG	5-10	0.0038156820205275817	Q3
TSG	2-5	0.006992278263861887	Q3
TSG	0-2	0.14375867005440296	Q1
TSG	5-10	0.06636912854666237	Q2
TSG	2-5	0.18281781026758864	Q1
TSG	0-2	0.08666965799176282	Q1
TSG	5-10	0.08529543476929378	Q2
TSG	0-2	0.04268859691354903	Q1
TSG	0-2	0.15500530219915867	Q2
TSG	0-2	0.3477383826178075	Q2
TSG	10+	8.204026863961847e-05	Q3
TSG	0-2	0.0427107313714716	Q2
TSG	10+	0.0	Q3
TSG	0-2	0.21116272375730819	Q1
TSG	0-2	0.16409272223820331	Q2
TSG	0-2	0.2248071215673489	Q2
TSG	10+	0.00044549929846297056	Q3
TSG	0-2	0.03758442346287461	Q2
TSG	10+	0.007479794777840682	Q3
TSG	2-5	0.12098945439846943	Q2
TSG	0-2	0.11756004420112406	Q1
TSG	10+	9.0245251745187e-05	Q3
TSG	10+	0.013988786990883005	Q3
TSG	0-2	0.16105611936178105	Q1
TSG	0-2	0.05645228841132563	Q2
TSG	0-2	0.1931661701947146	Q2
TSG	0-2	0.1109110767089865	Q1
TSG	10+	0.0019071149057506408	Q3
TSG	0-2	0.004597910053504808	Q3
TSG	0-2	0.18741699222780947	Q2
TSG	10+	0.005578852638568538	Q3
TSG	2-5	0.1403801171218067	Q1
TSG	2-5	0.000176244341375846	Q3
TSG	2-5	0.0010345842779735544	Q3
TSG	0-2	0.03936330148696579	Q1
TSG	10+	0.0003686502463778415	Q3
TSG	0-2	0.1323306986606468	Q2
TSG	10+	0.00034935153024364014	Q3
TSG	0-2	0.23082847880649446	Q1
TSG	0-2	0.24377458353713874	Q2
TSG	0-2	0.20608414258857918	Q1
TSG	0-2	0.20864897870357835	Q2
TSG	0-2	0.188460804905767	Q1
TSG	10+	0.0002696378260502706	Q3
TSG	0-2	0.11454429698445982	Q1
TSG	0-2	0.14304577931580684	Q2
TSG	10+	0.0	Q3
TSG	2-5	0.010141114717444501	Q3
TSG	0-2	0.1997796082600098	Q1
TSG	2-5	0.014947016662265408	Q3
TSG	5-10	0.007088132627727295	Q3
TSG	2-5	0.22688030218419689	Q3
TSG	2-5	0.17600105589170864	Q3
TSG	0-2	0.06010702730844124	Q2
TSG	0-2	0.13779377990873742	Q2
TSG	0-2	1.0	Q3
TSG	5-10	0.18550328123537196	Q2
TSG	10+	0.01920853799991768	Q3
TSG	0-2	0.17536907929704895	Q1
TSG	0-2	0.04577744129018939	Q2
TSG	0-2	0.21493984790051876	Q1
TSG	2-5	0.000464547008084012	Q3
TSG	10+	0.0023330442030006903	Q3
TSG	0-2	0.2202752235690012	Q1
TSG	5-10	0.02065655308841026	Q3
TSG	0-2	0.001384776009283036	Q3
TSG	0-2	0.13471870681941528	Q1
TSG	10+	0.003636231092297994	Q3
TSG	0-2	0.16081857959667817	Q2
TSG	5-10	0.0018151307426653165	Q3
TSG	0-2	0.24618315315690262	Q1
TSG	10+	0.00015952207170497482	Q3
TSG	0-2	0.14677867496150404	Q2
TSG	0-2	0.14261192354389987	Q1
TSG	0-2	0.0032007374021357604	Q3
TSG	0-2	0.11924457242582705	Q2
TSG	10+	0.0008842646060329357	Q3
TSG	0-2	0.18713914332609358	Q1
TSG	10+	0.0023381747439125463	Q3
TSG	0-2	0.17489539196476406	Q2
TSG	0-2	0.24799043910194046	Q1
TSG	5-10	0.0013372034402662374	Q3
TSG	0-2	0.0	Q3
TSG	0-2	0.1762759853716462	Q1
TSG	2-5	0.000835126253856787	Q3
TSG	0-2	0.02365274067517701	Q2
TSG	0-2	0.19707581211890224	Q1
TSG	0-2	0.020173550777888596	Q1
TSG	10+	0.0008548133795402075	Q3
TSG	0-2	0.5370421154272029	Q1
TSG	0-2	0.04873366428332812	Q2
TSG	5-10	7.721214829957788e-05	Q3
TSG	0-2	0.000372570710805487	Q3
TSG	0-2	0.38224528295836685	Q1
TSG	5-10	0.0	Q3
TSG	0-2	0.15079897923473304	Q1
TSG	0-2	0.23140401873238212	Q2
TSG	10+	0.0	Q3
TSG	0-2	0.24678584494472836	Q1
TSG	0-2	0.017719693904769924	Q2
TSG	2-5	0.0	Q3
TSG	0-2	0.17714665122883458	Q1
TSG	10+	0.0006362381218183593	Q3
TSG	0-2	0.13090064791518838	Q2
TSG	0-2	0.18241469305908128	Q2
TSG	10+	0.01162444464079997	Q3
TSG	0-2	0.0506255805558017	Q1
TSG	10+	0.0	Q3
TSG	0-2	0.13112596000320806	Q1
TSG	0-2	0.5780366225112329	Q2
TSG	10+	0.06340835180095553	Q3
TSG	10+	0.003973222334000828	Q3
TSG	0-2	0.49283663305300274	Q1
TSG	0-2	0.23401515108858217	Q2
TSG	5-10	0.0038088118498414755	Q3
TSG	0-2	0.2054795565328279	Q2
TSG	5-10	0.0178845667258535	Q3
TSG	0-2	0.3571598122368201	Q1
TSG	0-2	0.04214233750463108	Q1
TSG	0-2	0.14614451222587727	Q2
TSG	10+	0.0007246844063569276	Q3
TSG	10+	0.00026707012577829707	Q3
TSG	2-5	0.0012193511912056804	Q3
TSG	0-2	0.23255300856651392	Q2
TSG	0-2	0.19055163480224907	Q1
TSG	5-10	0.0061397227782729	Q3
TSG	0-2	0.2124361334802658	Q2
TSG	2-5	0.0015844380633705274	Q3
TSG	0-2	0.012643276258496048	Q3
TSG	0-2	0.04600696237841315	Q2
TSG	0-2	0.10554556547663833	Q2
TSG	0-2	0.05269196817044581	Q1
TSG	10+	0.0018005118221454904	Q3
TSG	0-2	0.08321518742862621	Q2
TSG	0-2	0.0198050161782139	Q2
TSG	10+	0.0006844935082795964	Q3
TSG	0-2	0.0005736881864408369	Q3
TSG	2-5	0.0012685670949185988	Q3
TSG	5-10	0.0003148358454978109	Q3
TSG	10+	0.00010226174665662996	Q3
TSG	0-2	0.3343456288745753	Q1
TSG	0-2	0.6167278631152567	Q1
TSG	5-10	0.01664040520395192	Q3
TSG	0-2	0.04513598164259755	Q2
TSG	5-10	0.0	Q3
TSG	2-5	0.001365808825082164	Q3
TSG	0-2	0.18980339964778659	Q2
TSG	5-10	0.00024770064859586517	Q3
TSG	0-2	0.0	Q3
TSG	0-2	0.0569471614539281	Q2
TSG	2-5	0.0028352518739645422	Q3
TSG	5-10	0.012078428393202069	Q3
TSG	0-2	0.09493308120896604	Q2
TSG	10+	0.0	Q3
TSG	0-2	0.1200019779795003	Q1
TSG	2-5	0.0010437145695285136	Q3
TSG	0-2	0.0021257513703094436	Q3
TSG	2-5	0.0008917569942530868	Q3
TSG	10+	0.0	Q3
TSG	0-2	0.0003053951012696995	Q3
TSG	0-2	0.0007254253036818171	Q3
TSG	0-2	0.15618334400459566	Q1
TSG	5-10	0.0008968757739651876	Q3
TSG	0-2	0.08567354905691575	Q2
TSG	10+	0.0	Q3
TSG	2-5	0.0035894646640853077	Q3
TSG	10+	0.006782552673121548	Q3
TSG	0-2	0.0	Q3
TSG	5-10	0.00042292619528600135	Q3
TSG	5-10	0.0	Q3
TSG	5-10	0.0009040448176542722	Q3
TSG	0-2	0.27781834796129223	Q1
TSG	0-2	0.13910306186308943	Q2
TSG	5-10	0.036452559384445735	Q3
TSG	5-10	0.0	Q3
TSG	0-2	0.04874857654187762	Q1
TSG	2-5	0.0073303404979118735	Q3
TSG	0-2	0.058776858406759024	Q2
TSG	2-5	0.00029806146580559783	Q3
TSG	2-5	0.057958961274617686	Q2
TSG	0-2	0.08231535394900377	Q2
TSG	10+	0.010188031477188178	Q3
TSG	5-10	0.00325300778489243	Q3
TSG	0-2	0.09376443548202994	Q1
TSG	0-2	0.10789330033225893	Q1
TSG	10+	0.0	Q3
TSG	5-10	0.0003637515460753651	Q3
TSG	0-2	0.2063904343361628	Q1
TSG	0-2	0.05309783216918045	Q2
TSG	5-10	0.001878347985854899	Q3
TSG	0-2	0.05029673342809624	Q2
TSG	0-2	0.15113111065150744	Q2
TSG	2-5	0.029627093196146866	Q3
TSG	5-10	0.004903151849276047	Q3
TSG	0-2	0.10422340867349124	Q2
TSG	10+	0.09131919018130198	Q3
TSG	0-2	0.3884162486078795	Q3
TSG	5-10	0.0	Q3
TSG	5-10	0.175711777672679	Q2
TSG	10+	0.05564269768757449	Q1
TSG	10+	0.05234136093141069	Q2
TSG	2-5	0.010202221287866305	Q1
TSG	10+	0.1140233022384113	Q3
TSG	2-5	0.07263192665295023	Q1
TSG	0-2	0.05455743616359216	Q2
TSG	10+	0.0	Q3
TSG	0-2	0.1207525124757358	Q2
TSG	5-10	0.17998319148432396	Q2
TSG	0-2	0.11186219714656791	Q1
TSG	2-5	0.29869957813773235	Q1
TSG	0-2	0.20102975515474716	Q1
TSG	0-2	0.02413438948070918	Q3
TSG	0-2	0.29592525330207764	Q2
TSG	5-10	0.0	Q3
TSG	5-10	0.06536101553355708	Q2
TSG	10+	8.901848772781925e-05	Q3
TSG	0-2	0.46834726392094606	Q2
TSG	2-5	0.0054134364876441314	Q3
TSG	0-2	0.09289667306914169	Q1
TSG	2-5	0.0	Q3
TSG	0-2	0.01809292064147395	Q2
TSG	0-2	0.023383416065663794	Q2
TSG	10+	0.0003319846552874079	Q3
TSG	5-10	0.0006929270613159741	Q3
TSG	10+	0.0	Q3
TSG	10+	0.0200749999697126	Q3
TSG	0-2	0.0799765229198564	Q1
TSG	0-2	0.27641669329841395	Q2
TSG	0-2	0.00036345965764989933	Q3
TSG	0-2	0.0873372737456529	Q2
TSG	10+	0.0	Q3
TSG	0-2	0.11164951280020724	Q1
TSG	0-2	0.10280946565802344	Q2
TSG	0-2	0.16866386168741093	Q1
TSG	2-5	0.1890083396858439	Q2
TSG	10+	0.025659496164882528	Q3
TSG	2-5	0.18837096769992756	Q1
TSG	0-2	0.0004315471297872658	Q3
TSG	0-2	0.14756595249880997	Q2
TSG	0-2	0.11382393511547322	Q2
TSG	5-10	0.006616553484875124	Q3
TSG	0-2	0.15503914468819457	Q2
TSG	5-10	0.003415575932781897	Q3
TSG	0-2	0.13521991172194353	Q2
TSG	10+	0.0007220577502133485	Q3
TSG	0-2	0.14797274086003315	Q1
TSG	10+	0.0	Q3
TSG	0-2	0.0027913127438154296	Q3
TSG	0-2	0.13608532265410772	Q3
TSG	0-2	0.11809125115243813	Q3
TSG	0-2	0.18987478653824547	Q1
TSG	5-10	0.09960160443692288	Q2
TSG	10+	0.0019876523513225213	Q3
TSG	0-2	0.3466829727769826	Q1
TSG	0-2	0.1617275856946402	Q1
TSG	2-5	0.00039228982637960324	Q3
TSG	0-2	0.0006362402201948089	Q3
TSG	0-2	0.09761973575405411	Q1
TSG	0-2	0.3075857194285638	Q1
TSG	10+	0.19099931453714994	Q3
TSG	0-2	0.2656868231550713	Q1
TSG	0-2	0.22101155330587588	Q2
TSG	10+	0.0001389329924492467	Q3
TSG	0-2	0.1916394256495945	Q1
TSG	0-2	0.09298339082886636	Q2
TSG	0-2	0.07226531199700506	Q1
TSG	5-10	0.00035856499856093177	Q3
TSG	0-2	0.06998889884418577	Q1
TSG	0-2	0.2580101416535099	Q2
TSG	2-5	0.0018789327572170064	Q3
TSG	2-5	0.0004141525891059584	Q3
TSG	5-10	0.0017054453568353415	Q3
TSG	0-2	0.1805880115761906	Q2
TSG	2-5	0.0	Q3
TSG	0-2	0.16289009378626715	Q1
TSG	0-2	0.08340985551968895	Q1
TSG	5-10	0.000364033312792066	Q3
TSG	0-2	0.410133144961177	Q1
TSG	0-2	0.028965342540224148	Q1
TSG	0-2	0.06108318080192218	Q2
TSG	0-2	0.1472383652423018	Q1
TSG	0-2	0.08400996542048035	Q1
TSG	0-2	0.07930470970120815	Q2
TSG	0-2	0.3678047452489051	Q1
TSG	0-2	0.24850927282068933	Q1
TSG	0-2	0.48490358047171106	Q2
TSG	0-2	0.13904485060167585	Q1
TSG	0-2	0.15168598590938992	Q1
TSG	0-2	0.14233920952709214	Q1
TSG	0-2	0.2944279941170634	Q2
TSG	0-2	0.0025441367969727684	Q1
TSG	0-2	0.11098003115647684	Q1
TSG	0-2	0.01246083149456875	Q2
TSG	0-2	0.05980691164792107	Q1
TSG	0-2	0.03799319173884607	Q1
TSG	0-2	0.12218282800505763	Q1
TSG	0-2	0.019156434750220074	Q2
TSG	0-2	0.008060602853428616	Q1
TSG	0-2	0.1892012947954648	Q1
TSG	0-2	0.027770528819724728	Q2
TSG	0-2	0.0	Q3
TSG	0-2	0.06469098038024386	Q1
TSG	0-2	0.20639386388002348	Q1
TSG	0-2	0.05556825501698642	Q2
TSG	0-2	0.010560176275127842	Q1
TSG	0-2	0.05985137100896952	Q2
TSG	0-2	0.10229604428098511	Q1
TSG	0-2	0.1388898076155938	Q2
TSG	0-2	0.21782307909819248	Q1
TSG	0-2	0.3524880249220735	Q1
TSG	0-2	0.42881731558836095	Q1
TSG	0-2	0.2993270179138842	Q2
TSG	0-2	0.06576486479251595	Q1
TSG	0-2	0.13677328626713578	Q1
TSG	0-2	0.12413567504227299	Q2
TSG	0-2	0.12346917644134421	Q1
TSG	0-2	0.12686479260465564	Q1
TSG	0-2	0.2986387461989149	Q1
TSG	0-2	0.1666051058601328	Q2
TSG	0-2	0.014453509449846271	Q1
TSG	0-2	0.16397616468077011	Q1
TSG	0-2	0.04876865412212393	Q1
TSG	0-2	0.09173407590434826	Q1
TSG	0-2	0.1806165798906775	Q1
TSG	0-2	0.007163097203977346	Q1
TSG	0-2	0.06304224725360671	Q2
TSG	0-2	0.05105363351533663	Q1
TSG	0-2	0.105774069230962	Q1
TSG	0-2	0.16914044193614508	Q1
TSG	0-2	0.08192653101911392	Q2
TSG	0-2	0.08411071851083589	Q1
TSG	0-2	0.053661597366109426	Q2
TSG	0-2	0.1538634322245202	Q1
TSG	0-2	0.2464434037465698	Q2
TSG	0-2	0.004240785445749647	Q1
TSG	0-2	0.1472354846344403	Q1
TSG	0-2	0.08769673653029952	Q2
TSG	0-2	0.05390633606519637	Q1
TSG	0-2	0.12438423017490266	Q1
TSG	0-2	0.22835897329420207	Q1
TSG	0-2	0.005375691643469458	Q1
TSG	0-2	0.0404985049537402	Q1
TSG	0-2	0.06423690116672605	Q2
TSG	0-2	0.21777481324922682	Q1
TSG	0-2	0.1916664683900358	Q2
TSG	0-2	0.016987128804092897	Q1
TSG	0-2	0.3689713109962742	Q1
TSG	0-2	0.11499454716177074	Q2
TSG	0-2	0.12507250058681993	Q1
TSG	0-2	0.265068493020875	Q1
TSG	0-2	0.0677552737540372	Q1
TSG	0-2	0.19661105590600594	Q2
TSG	0-2	0.0019930163806315686	Q1
TSG	0-2	0.02419706371380889	Q2
TSG	0-2	0.01926807913438647	Q1
TSG	0-2	0.07366253860050515	Q1
TSG	0-2	0.156745860352927	Q1
TSG	0-2	0.04222336919550431	Q2
TSG	0-2	0.2115806689337105	Q1
TSG	0-2	0.08372137091903105	Q2
TSG	0-2	0.07386727287345966	Q1
TSG	0-2	0.4149222779612707	Q1
TSG	0-2	0.1326289638767533	Q1
TSG	0-2	0.20273886175004796	Q2
TSG	0-2	0.17718413535259087	Q1
TSG	0-2	0.43441166501338413	Q1
TSG	0-2	0.23296375751149223	Q1
TSG	0-2	0.37968270317834263	Q2
TSG	0-2	0.01097767457952699	Q1
TSG	0-2	0.660574636616284	Q1
TSG	0-2	0.1255983556318967	Q2
TSG	0-2	0.14976413206925182	Q1
TSG	0-2	0.32591684159624484	Q1
TSG	0-2	0.1469582698118107	Q2
TSG	0-2	0.24627194982801354	Q1
TSG	0-2	0.32461783465585164	Q2
TSG	0-2	0.04948172045737975	Q1
TSG	0-2	0.22451537351520365	Q1
TSG	0-2	0.10484274970698675	Q1
TSG	0-2	0.1600298709338206	Q2
TSG	0-2	0.16604490108212916	Q1
TSG	0-2	0.25782501235838673	Q1
TSG	0-2	0.016859607033897092	Q2
TSG	0-2	0.042010984495682434	Q1
TSG	0-2	0.0695219727384452	Q1
TSG	0-2	0.08763769423433947	Q1
TSG	0-2	0.027057026551267006	Q2
TSG	0-2	0.02361317747498207	Q1
TSG	0-2	0.3047968167322762	Q1
TSG	0-2	0.1718585654574237	Q2
TSG	0-2	0.2362366512442829	Q1
TSG	0-2	0.49897661304880087	Q1
TSG	0-2	0.3484930126411353	Q1
TSG	0-2	0.366415263964662	Q2
TSG	0-2	0.011256389714630983	Q1
TSG	0-2	0.030434971237436673	Q1
TSG	0-2	0.09497144946839993	Q2
TSG	0-2	0.06136764935132775	Q1
TSG	0-2	0.0024640491405467833	Q1
TSG	0-2	0.0886241628511605	Q1
TSG	0-2	0.04818382901118118	Q1
TSG	0-2	0.06375150101399207	Q1
TSG	0-2	0.14069027911829254	Q1
TSG	0-2	0.08643849381137167	Q2
TSG	0-2	0.0010188583696172523	Q1
TSG	0-2	0.04264993390236182	Q2
TSG	0-2	0.027416458268331854	Q1
TSG	0-2	0.1025535697984672	Q1
TSG	0-2	0.20601661839821725	Q1
TSG	0-2	0.017631979272793533	Q2
TSG	0-2	0.0013496979548925064	Q1
TSG	0-2	0.1207670895103589	Q1
TSG	0-2	0.03052928077251559	Q2
TSG	0-2	0.08569053115344989	Q1
TSG	0-2	0.10479102032772906	Q1
TSG	0-2	0.0962067033103952	Q1
TSG	0-2	0.00847164808080926	Q1
TSG	0-2	0.2939053944604225	Q2
TSG	0-2	0.09240879268444012	Q1
TSG	0-2	0.2700268323957609	Q3
TSG	0-2	0.23854347732359468	Q1
TSG	0-2	0.13918444612515646	Q1
TSG	0-2	0.1497740853348638	Q2
TSG	0-2	0.18635235824365273	Q1
TSG	0-2	0.17348322414003053	Q1
TSG	0-2	0.08913031919508992	Q2
TSG	0-2	0.075138166782903	Q1
TSG	0-2	0.22539286890409846	Q1
TSG	0-2	0.12388421937951122	Q1
TSG	0-2	0.09507910010758075	Q2
TSG	0-2	0.06565228569934432	Q1
TSG	0-2	0.1058296159568586	Q1
TSG	0-2	0.10489437273370478	Q1
TSG	0-2	0.3967268835955562	Q1
TSG	0-2	0.0006175968337946804	Q1
TSG	0-2	0.2500489568514789	Q1
TSG	0-2	0.025477239042771025	Q1
TSG	0-2	0.09515164180268894	Q1
TSG	0-2	0.1797336142030474	Q1
TSG	0-2	0.021444515700967903	Q2
TSG	0-2	0.33616440628402844	Q1
TSG	0-2	0.07411415193668285	Q1
TSG	0-2	0.041394715458677206	Q1
TSG	0-2	0.15889075424813368	Q1
TSG	0-2	0.1666014793666862	Q2
TSG	0-2	0.383368013888791	Q1
TSG	0-2	0.39804732520105673	Q1
TSG	0-2	0.26677144149818094	Q1
TSG	0-2	0.32674374269522677	Q2
TSG	0-2	0.010709553032476372	Q1
TSG	0-2	0.27815465550108454	Q1
TSG	0-2	0.2853833034933392	Q1
TSG	0-2	0.11877680402750741	Q1
TSG	0-2	0.00018904832371245328	Q1
TSG	0-2	0.07181602466549926	Q1
TSG	0-2	0.13717376380317262	Q2
TSG	0-2	0.009254202218109237	Q1
TSG	0-2	0.024635659950018828	Q1
TSG	0-2	0.3053244343499835	Q1
TSG	0-2	0.010406719218986234	Q1
TSG	0-2	0.29724866867961597	Q2
TSG	0-2	0.1264617381106965	Q1
TSG	0-2	0.12862601112391858	Q1
TSG	0-2	0.500916855169932	Q1
TSG	0-2	0.5575787369881716	Q2
TSG	0-2	0.014779846153773398	Q1
TSG	0-2	0.041283133695514576	Q2
TSG	0-2	0.10648135380483387	Q1
TSG	0-2	0.3252870658562707	Q1
TSG	0-2	0.08868755264654836	Q1
TSG	0-2	0.14023880921887638	Q2
TSG	0-2	0.6478685781633329	Q1
TSG	0-2	0.05101576941958253	Q2
TSG	0-2	0.12234810134927014	Q1
TSG	0-2	0.15440286927452002	Q1
TSG	0-2	0.08100562687887677	Q1
TSG	0-2	0.11676981915778889	Q2
TSG	0-2	0.0006773485663903917	Q1
TSG	0-2	0.10233927681211816	Q1
TSG	0-2	0.4429064914179464	Q2
TSG	0-2	0.12916872728632106	Q1
TSG	0-2	0.11796912526342693	Q1
TSG	0-2	0.5773738088543913	Q1
TSG	0-2	0.3872558363454642	Q2
TSG	0-2	0.15553877849752976	Q1
TSG	0-2	0.03628197197077135	Q2
TSG	0-2	0.008554427095736087	Q1
TSG	0-2	0.02707789192416061	Q1
TSG	0-2	0.04070999467237974	Q2
TSG	0-2	0.13036324212567324	Q1
TSG	0-2	0.0357960257016895	Q2
TSG	0-2	0.05722741852865469	Q1
TSG	0-2	0.17242752916538753	Q1
TSG	0-2	0.15443478469871671	Q1
TSG	0-2	0.10440461434696378	Q2
TSG	0-2	0.0019054232308580589	Q1
TSG	0-2	0.09732907168515768	Q1
TSG	0-2	0.0017262374195997304	Q1
TSG	0-2	0.12085947093020992	Q1
TSG	0-2	0.20812182159270598	Q2
TSG	0-2	0.5239635195346293	Q1
TSG	0-2	0.4826301492953163	Q1
TSG	0-2	0.2144281756510722	Q1
TSG	0-2	0.3682493790327354	Q2
TSG	0-2	0.009953399671136214	Q1
TSG	0-2	0.1428322718079197	Q1
TSG	0-2	0.20670117710314947	Q2
TSG	0-2	0.1259297342328192	Q1
TSG	0-2	0.14972012762180553	Q1
TSG	0-2	0.2714158900590103	Q1
