TF	Expression
SSBP3	8.57099702006
SSBP3	7.0663915175
SSBP3	6.44084576716
SSBP3	4.64990937728
SSBP3	2.35969663538
SSBP3	8.95814807128
SSBP3	5.99681110403
SSBP3	20.8513531318
SSBP3	8.80246971056
SSBP3	10.5784693081
SSBP3	1.29151784594
SSBP3	19.4046270735
SSBP3	9.15279309747
SSBP3	31.7303170817
SSBP3	4.43576027538
SSBP3	12.6000602827
SSBP3	2.07917275202
SSBP3	16.3005051602
SSBP3	5.35846393445
SSBP3	10.5681565535
SSBP3	5.4055313374
SSBP3	10.2437138918
SSBP3	3.32562075627
SSBP3	24.9077226557
SSBP3	29.7192064534
SSBP3	12.7828608088
SSBP3	3.19841176977
SSBP3	2.40002034495
SSBP3	16.4627668166
SSBP3	10.7626646268
TCF4	10.1759748869
TCF4	11.0769390068
TCF4	9.82259060867
TCF4	2.35909859322
TCF4	16.5212023454
TCF4	5.51150765272
TCF4	13.6799520767
TCF4	2.98061894144
TCF4	17.9064223162
TCF4	6.63567007877
TCF4	4.50391649565
TCF4	11.2286115927
TCF4	37.444303765
TCF4	11.2181741336
TCF4	19.3598682443
TCF4	6.05521111603
TCF4	17.7308583896
TCF4	23.3464085293
TCF4	5.20666516596
TCF4	96.8434989857
TCF4	11.0174926255
TCF4	6.61939588275
TCF4	1.92923090566
TCF4	18.3955133356
TCF4	13.7018595968
TCF4	23.7204475324
TCF4	2.26319950775
TCF4	5.86180715597
TCF4	5.11565686125
TCF4	27.4475161203
TCF4	17.9549237124
TCF4	2.65202331432
TCF4	5.92278240407
TCF4	3.40839996747
TCF4	0.756699529014
TCF4	13.0864727652
TCF4	32.5051816067
TCF4	6.26404637976
TCF4	7.99680648717
TCF4	7.26709030366
TCF4	3.25877243992
TCF4	6.59111757421
TCF4	2.99238397427
TCF4	5.64167474227
TCF4	23.012231481
TCF4	6.85078716462
TCF4	6.15472564777
TCF4	3.44990926183
TCF4	27.2919898964
TCF4	13.5683426496
TCF4	6.2481309933
TCF4	18.0076190601
TCF4	13.2872413589
TCF4	3.47519708014
TCF4	9.6065169025
TCF4	4.41918250375
TCF4	3.77270588336
TCF4	3.74244791249
TCF4	6.97451647721
TCF4	4.5007974588
TCF4	3.07542319253
TCF4	13.1052407428
TCF4	15.0687707065
TCF4	2.06899657871
TCF4	4.69180153815
TCF4	3.18141868452
TCF4	9.71803541149
TCF4	15.1340192036
TCF4	9.42733939053
TCF4	5.06378315385
TCF4	5.14122040725
TCF4	11.0479511431
TCF4	6.12056821179
TCF4	9.1672021206
TCF4	8.39901780991
TCF4	20.1240093001
TCF4	27.7164860164
TCF4	6.26953090146
TCF4	14.0497661292
TCF4	5.47448024821
TCF4	16.070364505
TCF4	18.2905253023
TCF4	23.6331387725
TCF4	6.91514753784
TCF4	6.91392241609
TCF4	8.89389011723
TCF4	30.2670024463
TCF4	6.30627550031
TCF4	88.3868642858
TCF4	3.44858735232
TCF4	16.4191633863
TCF4	15.6767992958
TCF4	9.72974698275
TCF4	4.29921410322
TCF4	8.31217879622
TCF4	12.0301132368
TCF4	7.62736286604
TCF4	10.4425745029
TCF4	6.675097215
TCF4	29.5619196647
TCF4	9.66236191822
TCF4	10.1696260902
FHL2	1.00480017732
FHL2	0.859902895126
FHL2	0.330123082756
FHL2	0.3964163949
FHL2	0.764156339211
FHL2	2.04915869502
FHL2	1.14627437303
FHL2	0.649361591287
FHL2	1.72190745112
FHL2	0.594807852647
FHL2	0.406840345405
FHL2	1.90344070377
FHL2	0.243605129509
FHL2	1.95985797562
FHL2	0.935819359271
FHL2	0.27789612137
FHL2	0.875946782283
FHL2	1.0204231223
FHL2	2.60633011854
FHL2	0.49889157432
FHL2	0.359823276891
FHL2	0.931185741704
FHL2	0.961055444738
FHL2	0.94307876533
FHL2	0.248229645052
FHL2	1.45324244845
FHL2	2.28133179202
FHL2	1.74442159336
FHL2	0.420037955488
FHL2	0.484446812367
FHL2	0.757190775571
FHL2	0.672080040963
FHL2	0.932159144648
FHL2	1.05651111457
FHL2	0.337406604481
FHL2	1.18392200201
FHL2	1.17870026037
FHL2	1.18152470332
FHL2	2.04855863465
FHL2	6.54113154299
FHL2	2.59272478292
FHL2	1.50764459738
FHL2	0.359739707273
FHL2	0.130926981844
FHL2	0.726353477418
FHL2	1.02520113018
FHL2	0.626269167232
FHL2	1.9697567385
FHL2	0.734674471491
FHL2	3.0914336103
FHL2	0.839478509688
FHL2	0.842241625322
FHL2	1.1391214594
FHL2	2.26489304675
FHL2	0.905376404694
FHL2	1.08776868558
FHL2	2.6791670711
FHL2	0.433790154901
FHL2	0.436734483312
FHL2	0.775469164452
FHL2	2.20394336107
FHL2	3.9863174039
FHL2	0.402069041973
FHL2	1.32422033978
FHL2	0.257384476263
FHL2	1.01197682317
FHL2	1.1185010472
FHL2	0.521864021713
FHL2	1.75370755111
FHL2	0.537718489774
FHL2	0.907505563826
FHL2	1.36115614086
FHL2	5.63792795362
FHL2	1.47295489131
FHL2	1.05070085793
FHL2	0.804630798345
FHL2	0.606194670993
FHL2	1.22977017707
FHL2	1.10754241804
FHL2	0.180503278939
FHL2	1.40847046876
FHL2	0.837579417738
FHL2	0.401104575662
FHL2	0.903564409007
FHL2	1.80918770871
FHL2	0.847878342841
FHL2	1.1254672399
FHL2	1.3623060486
FHL2	1.81115136216
FHL2	0.75547064833
FHL2	1.10330383761
FHL2	0.580465846055
FHL2	3.0029529763
FHL2	0.353608818727
FHL2	1.58182644673
FHL2	3.42175203202
FHL2	2.34443543815
FHL2	2.25205014453
FHL2	1.44031539549
FHL2	1.49643922783
FHL2	1.58954450246
FHL2	1.65082007492
MEF2B	15.678189995
MEF2B	10.022415135
MEF2B	5.66972769876
MEF2B	34.3454847309
MEF2B	2.26654870627
MEF2B	9.50042027465
MEF2B	10.8783944288
MEF2B	35.6506338135
MEF2B	4.73879006347
MEF2B	4.2113952556
MEF2B	4.27955551832
MEF2B	6.09149660857
MEF2B	8.11175786429
MEF2B	6.03229887812
MEF2B	6.95116718027
MEF2B	6.72982844269
MEF2B	5.34592663662
MEF2B	1.89562189248
MEF2B	22.399231019
MEF2B	12.0028583692
MEF2B	22.1739779581
MEF2B	7.24668997451
MEF2B	1.75329112798
MEF2B	8.35445495321
MEF2B	3.05841252754
MEF2B	4.85054947896
MEF2B	19.6107072929
MEF2B	10.464530755
MEF2B	2.34171131452
MEF2B	15.5276840336
MEF2B	4.1121150208
MEF2B	16.9892498074
MEF2B	0.094108747416
MEF2B	24.4037929278
MEF2B	4.11433242988
MEF2B	11.2379901723
MEF2B	17.6712004295
MEF2B	2.89625279539
MEF2B	1.72904828999
MEF2B	21.1334604297
MEF2B	9.54414668589
MEF2B	8.96295109201
MEF2B	20.5953719372
MEF2B	13.7120592841
MEF2B	0.453199225601
MEF2B	5.94017526268
MEF2B	9.3094824855
MEF2B	14.3104256397
MEF2B	15.1049168946
MEF2B	10.2720216412
MEF2B	9.97549040322
MEF2B	3.8146172839
MEF2B	10.3231183853
MEF2B	12.4439572843
MEF2B	16.5031982102
MEF2B	19.2018003742
MEF2B	2.23448808128
MEF2B	15.9901541076
MEF2B	16.3103184838
MEF2B	14.8329878306
MEF2B	27.2694448056
MEF2B	3.14994297258
MEF2B	5.1152693174
MEF2B	9.44239199742
MEF2B	21.5046820839
MEF2B	16.1640339237
MEF2B	9.46318009381
MEF2B	26.4257576452
MEF2B	4.75188913729
MEF2B	23.6215525694
MEF2B	5.03301786133
MEF2B	0.272132659144
MEF2B	4.9424583436
MEF2B	9.01778712395
MEF2B	1.990461536
MEF2B	12.9804961973
MEF2B	5.54691196574
MEF2B	3.22984816447
MEF2B	9.82121889096
MEF2B	15.0450035666
MEF2B	11.8661117531
MEF2B	6.04104476826
MEF2B	2.28427847267
MEF2B	15.1218257491
MEF2B	10.6399032913
MEF2B	15.8513150185
MEF2B	8.19753871758
MEF2B	7.03781148568
MEF2B	7.19192499857
MEF2B	4.47845968436
MEF2B	5.10018541763
MEF2B	6.18029660539
MEF2B	0.26825452207
MEF2B	16.1781066735
MEF2B	1.57862869551
MEF2B	33.8629287224
MEF2B	5.42970395986
MEF2B	5.45469384243
MEF2B	15.7491780745
MEF2B	9.14744605067
MEF2B	9.98781937684
MEF2B	4.76203762228
ZNF582	1.9199133032
ZNF582	0.258779540242
ZNF582	0.0700980472985
ZNF582	1.88362084833
ZNF582	2.32293255306
ZNF582	0.496816098516
ZNF582	0.221253257208
ZNF582	0.278276744912
ZNF582	2.52326695057
ZNF582	1.80582221155
ZNF582	1.65726976888
ZNF582	0.435158109566
ZNF582	0.236650570287
ZNF582	1.34638231006
ZNF582	2.13460941145
ZNF582	1.56720144503
ZNF582	1.56411648018
ZNF582	0.61608328329
ZNF582	1.35495535408
ZNF582	0.628184437615
ZNF582	0.510514930934
ZNF582	0.449208304244
ZNF582	0.367892274191
ZNF582	2.23520102612
ZNF582	1.61650071732
ZNF582	0.684252232209
ZNF582	0.340436801286
ZNF582	0.135088866756
ZNF582	1.8537219091
ZNF582	1.81146079558
ZNF582	1.74526313092
ZNF582	1.55272813742
ZNF582	1.02933308539
ZNF582	0.534607334022
ZNF582	0.30838338133
ZNF582	0.125668887082
ZNF582	0.453793094005
ZNF582	2.21133946786
ZNF582	0.726379476733
ZNF582	0.661587166773
ZNF582	1.31369149707
ZNF582	1.40147301125
ZNF582	1.07771833176
ZNF582	1.28134445196
ZNF582	1.52123306603
ZNF582	0.641697232532
ZNF582	0.625751593462
ZNF582	1.20147747776
ZNF582	0.538439245388
ZNF582	0.311001144625
ZNF582	1.4073517422
ZNF582	1.65116323425
ZNF582	0.893512149357
ZNF582	0.345754069114
ZNF582	0.277054458737
ZNF582	1.62189814269
ZNF582	1.65060089209
ZNF582	0.328567971398
ZNF582	1.5043614647
ZNF582	1.02683405505
ZNF582	0.226692881144
ZNF582	2.56961625867
ZNF582	2.01572035224
ZNF582	0.41263099288
ZNF582	1.20779151126
ZNF582	0.634296992111
ZNF582	1.79405783216
ZNF582	0.141235726521
ZNF582	1.20743176739
ZNF582	2.0584848809
ZNF582	2.48884021002
ZNF582	0.499758850715
ZNF582	0.784403354117
ZNF582	1.64413574408
ZNF582	2.1882601715
ZNF582	2.32780532832
ZNF582	0.303551829095
ZNF582	2.24951048749
ZNF582	0.544544075217
ZNF582	0.318896355484
ZNF582	1.87810194241
ZNF582	1.84944237588
ZNF582	0.482892263062
ZNF582	1.82512906403
ZNF582	1.29752749522
ZNF582	1.37728876751
ZNF582	2.48300711251
ZNF582	1.51717587817
ZNF582	1.15729267184
ZNF582	0.624696838095
ZNF582	2.88736269987
ZNF582	1.91307332109
ZNF582	0.463658196776
ZNF582	1.01580117004
ZNF582	1.43787408302
ZNF582	0.692418397255
ZNF582	0.225980654374
ZNF582	0.745378979282
ZNF582	1.68925207552
ZNF582	2.11289177374
ZNF582	2.19783288793
ZNF582	2.58052876477
